node_id,d,p_min,p_max,c_var,is_generator,energy_type,instance
70,0,0,0,0,False,,0
71,7.03586723025953,0,0,0,False,,0
72,3.12835727992745,0,0,0,False,,0
73,37.9658124231451,0,0,0,False,,0
74,29.1783919515075,0,0,0,False,,0
75,42.3404147876511,0,0,0,False,,0
76,34.5461603452217,0,0,0,False,,0
77,41.2029722444628,0,0,0,False,,0
78,21.3602918322845,0,0,0,False,,0
79,0,0,916.2,50.33,True,gas,0
80,0,0,0,0,False,,0
81,31.0624823112785,0,0,0,False,,0
82,11.6907461291808,0,0,0,False,,0
83,6.8301221129654,0,0,0,False,,0
84,13.7034909163575,0,0,0,False,,0
85,12.6592341879728,0,0,0,False,,0
86,0,0,360,50.33,True,gas,0
87,26.8558987001561,0,0,0,False,,0
88,0,0,1146.6,50.33,True,gas,0
89,89.6774209411046,0,0,0,False,,0
90,6.05130678032763,0,0,0,False,,0
91,38.1163372820564,0,0,0,False,,0
92,6.46571432597861,0,0,0,False,,0
93,18.5628026146638,0,0,0,False,,0
94,24.5315146642356,0,0,0,False,,0
95,22.7139245712293,0,0,0,False,,0
96,8.48947715501325,0,0,0,False,,0
97,19.7504673886995,0,0,0,False,,0
98,23.4616985786586,0,0,0,False,,0
99,0,0,1175.4,50.33,True,gas,0
100,12.9760319618161,0,0,0,False,,0
101,3.03588570432294,0,0,0,False,,0
102,0,0,194.4,50.33,True,gas,0
103,21.1272278424811,0,0,0,False,,0
104,17.0365463277422,0,0,0,False,,0
105,22.6277160909545,0,0,0,False,,0
106,28.4497192434092,0,0,0,False,,0
107,1.1194039042259,0,0,0,False,,0
108,4.31938019595692,0,0,0,False,,0
109,22.904390813755,0,0,0,False,,0
110,0,0,142.2,50.33,True,gas,0
111,38.262377435681,0,0,0,False,,0
112,3.71592319689927,0,0,0,False,,0
113,4.3960000784815,0,0,0,False,,0
114,11.8640419122482,0,0,0,False,,0
115,108.311328102075,0,0,0,False,,0
116,10.7039976714665,0,0,0,False,,0
117,18.2427590987976,0,0,0,False,,0
0,27.8039461427742,0,0,0,False,,1
1,11.2452154446953,0,0,0,False,,1
2,23.6089692466081,0,0,0,False,,1
3,23.3535944322373,0,0,0,False,,1
4,0,0,0,0,False,,1
5,29.3515927768122,0,0,0,False,,1
6,10.8462468678686,0,0,0,False,,1
7,15.8485091484753,0,0,0,False,,1
8,0,0,0,0,False,,1
9,0,0,400,0,True,hydro,1
10,37.2177899016178,0,0,0,False,,1
11,0,0,200,0,True,hydro,1
12,20.4707345407769,0,0,0,False,,1
13,7.83493200054175,0,0,0,False,,1
14,50.6588854190474,0,0,0,False,,1
15,14.6475876382994,0,0,0,False,,1
16,5.95222343825332,0,0,0,False,,1
17,34.8551507385862,0,0,0,False,,1
18,26.5872191556745,0,0,0,False,,1
19,9.7996997438018,0,0,0,False,,1
20,7.75187560920531,0,0,0,False,,1
21,5.26136772766074,0,0,0,False,,1
22,3.44844006776171,0,0,0,False,,1
23,6.48533272152822,0,0,0,False,,1
24,0,0,397.8,28.948321,True,coal,1
25,0,0,873,22.22098,True,coal,1
26,40.3472584800963,0,0,0,False,,1
27,9.35594226900968,0,0,0,False,,1
28,14.3996240221424,0,0,0,False,,1
29,0,0,0,0,False,,1
30,0,0,612,25.993982,True,coal,1
31,32.9193168854335,0,0,0,False,,1
32,12.4574662862975,0,0,0,False,,1
33,32.432177016454,0,0,0,False,,1
34,19.7189319293959,0,0,0,False,,1
35,17.0692925742841,0,0,0,False,,1
36,0,0,0,0,False,,1
37,0,0,0,0,False,,1
38,15.1248116483605,0,0,0,False,,1
39,37.138245666934,0,0,0,False,,1
40,18.9750618718534,0,0,0,False,,1
41,55.2463927781333,0,0,0,False,,1
42,10.1183769733223,0,0,0,False,,1
43,9.30797397366334,0,0,0,False,,1
44,31.7307602704392,0,0,0,False,,1
45,0,0,720,24.202306,True,coal,1
46,19.3733587181142,0,0,0,False,,1
47,11.5640723662486,0,0,0,False,,1
48,0,0,0,0,True,solar,1
49,10.7258831714068,0,0,0,False,,1
50,9.34311364980919,0,0,0,False,,1
51,8.85401286212694,0,0,0,False,,1
52,12.5890211274722,0,0,0,False,,1
53,0,0,0,0,True,solar,1
54,37.675565552459,0,0,0,False,,1
55,48.4152853147675,0,0,0,False,,1
56,6.22480409521682,0,0,0,False,,1
57,7.00083449449983,0,0,0,False,,1
58,0,0,0,0,True,solar,1
59,44.8488630354421,0,0,0,False,,1
60,0,0,0,0,True,solar,1
61,46.4348670343207,0,0,0,False,,1
62,0,0,0,0,False,,1
63,0,0,0,0,False,,1
64,0,37.6352269322131,37.6352269322131,0,True,wind,1
65,0,184.348271889317,184.348271889317,0,True,wind,1
66,16.8610539602159,0,0,0,False,,1
67,0,0,0,0,False,,1
68,0,0,0,0,False,,1
69,37.7840009553324,0,0,0,False,,1
70,0,0,0,0,False,,1
71,6.95278859410453,0,0,0,False,,1
72,3.22328380861484,0,0,0,False,,1
73,36.0305989212846,0,0,0,False,,1
74,27.8974932277323,0,0,0,False,,1
75,40.1152214618721,0,0,0,False,,1
76,33.6917546359136,0,0,0,False,,1
77,39.0857431973942,0,0,0,False,,1
78,20.6296579299808,0,0,0,False,,1
79,0,0,916.2,50.33,True,gas,1
80,0,0,0,0,False,,1
81,30.7097822222731,0,0,0,False,,1
82,11.3007137472362,0,0,0,False,,1
83,6.19916076816858,0,0,0,False,,1
84,13.8809650094351,0,0,0,False,,1
85,12.998424060296,0,0,0,False,,1
86,0,0,360,50.33,True,gas,1
87,23.1408860225772,0,0,0,False,,1
88,0,0,1146.6,50.33,True,gas,1
89,94.035748213005,0,0,0,False,,1
90,6.00861327574093,0,0,0,False,,1
91,36.7662173989619,0,0,0,False,,1
92,6.96462593665989,0,0,0,False,,1
93,18.2415972191258,0,0,0,False,,1
94,25.2101204267572,0,0,0,False,,1
95,20.3064857834774,0,0,0,False,,1
96,7.3613177441844,0,0,0,False,,1
97,19.6558730840034,0,0,0,False,,1
98,22.4814322304844,0,0,0,False,,1
99,0,0,1175.4,50.33,True,gas,1
100,12.6432080854179,0,0,0,False,,1
101,2.75081438665188,0,0,0,False,,1
102,0,0,194.4,50.33,True,gas,1
103,20.0793083743822,0,0,0,False,,1
104,17.688304631859,0,0,0,False,,1
105,22.3932853298781,0,0,0,False,,1
106,28.0500387518986,0,0,0,False,,1
107,1.09362798727745,0,0,0,False,,1
108,4.36741738901507,0,0,0,False,,1
109,20.8488503140447,0,0,0,False,,1
110,0,0,142.2,50.33,True,gas,1
111,39.0812611940398,0,0,0,False,,1
112,3.82703765206276,0,0,0,False,,1
113,4.06084838580411,0,0,0,False,,1
114,12.3456540433526,0,0,0,False,,1
115,106.177855110658,0,0,0,False,,1
116,11.3245461327639,0,0,0,False,,1
117,19.0087853323914,0,0,0,False,,1
0,27.3814708561272,0,0,0,False,,2
1,10.4070622445338,0,0,0,False,,2
2,22.0284015358087,0,0,0,False,,2
3,21.463761327274,0,0,0,False,,2
4,0,0,0,0,False,,2
5,30.179472464655,0,0,0,False,,2
6,10.0059582161557,0,0,0,False,,2
7,14.1328491019122,0,0,0,False,,2
8,0,0,0,0,False,,2
9,0,0,400,0,True,hydro,2
10,38.6701440887151,0,0,0,False,,2
11,0,0,200,0,True,hydro,2
12,19.808165430444,0,0,0,False,,2
13,7.36373677463664,0,0,0,False,,2
14,52.8987394127758,0,0,0,False,,2
15,13.341304573069,0,0,0,False,,2
16,5.92896956107507,0,0,0,False,,2
17,33.2862883672961,0,0,0,False,,2
18,25.0047700962189,0,0,0,False,,2
19,9.51749573063743,0,0,0,False,,2
20,7.30425641699312,0,0,0,False,,2
21,5.19289781267189,0,0,0,False,,2
22,3.75048889228367,0,0,0,False,,2
23,6.45200789569269,0,0,0,False,,2
24,0,0,397.8,28.948321,True,coal,2
25,0,0,873,22.22098,True,coal,2
26,38.4199412918212,0,0,0,False,,2
27,8.99385389434896,0,0,0,False,,2
28,13.7775039694474,0,0,0,False,,2
29,0,0,0,0,False,,2
30,0,0,612,25.993982,True,coal,2
31,30.9430287632224,0,0,0,False,,2
32,12.9156993035701,0,0,0,False,,2
33,34.5105144249618,0,0,0,False,,2
34,17.3895844922958,0,0,0,False,,2
35,17.1269021591688,0,0,0,False,,2
36,0,0,0,0,False,,2
37,0,0,0,0,False,,2
38,14.6430550196957,0,0,0,False,,2
39,37.330570510326,0,0,0,False,,2
40,19.6575274036913,0,0,0,False,,2
41,54.1111252345717,0,0,0,False,,2
42,9.63079295420704,0,0,0,False,,2
43,9.00929474667516,0,0,0,False,,2
44,29.6113206533856,0,0,0,False,,2
45,0,0,720,24.202306,True,coal,2
46,20.2838673166096,0,0,0,False,,2
47,12.0483446090935,0,0,0,False,,2
48,0,0,0,0,True,solar,2
49,10.265927416968,0,0,0,False,,2
50,9.39712128472131,0,0,0,False,,2
51,9.68406288790903,0,0,0,False,,2
52,11.7958865609227,0,0,0,False,,2
53,0,0,0,0,True,solar,2
54,36.551657052403,0,0,0,False,,2
55,50.1470227271351,0,0,0,False,,2
56,7.08525183918006,0,0,0,False,,2
57,6.90776450837178,0,0,0,False,,2
58,0,0,0,0,True,solar,2
59,44.4273390820992,0,0,0,False,,2
60,0,0,0,0,True,solar,2
61,42.925296275357,0,0,0,False,,2
62,0,0,0,0,False,,2
63,0,0,0,0,False,,2
64,0,36.6101960039366,36.6101960039366,0,True,wind,2
65,0,168.522006932445,168.522006932445,0,True,wind,2
66,15.6369732624728,0,0,0,False,,2
67,0,0,0,0,False,,2
68,0,0,0,0,False,,2
69,37.1816595388845,0,0,0,False,,2
70,0,0,0,0,False,,2
71,6.87722760724442,0,0,0,False,,2
72,3.01963723767057,0,0,0,False,,2
73,38.992130700628,0,0,0,False,,2
74,26.9242608591765,0,0,0,False,,2
75,38.2844161774868,0,0,0,False,,2
76,33.8607198828224,0,0,0,False,,2
77,40.2963605418741,0,0,0,False,,2
78,23.2760458523679,0,0,0,False,,2
79,0,0,916.2,50.33,True,gas,2
80,0,0,0,0,False,,2
81,29.9154648839702,0,0,0,False,,2
82,11.1196020660895,0,0,0,False,,2
83,6.09449198763739,0,0,0,False,,2
84,13.1306199732285,0,0,0,False,,2
85,12.4800288912169,0,0,0,False,,2
86,0,0,360,50.33,True,gas,2
87,26.4076128473375,0,0,0,False,,2
88,0,0,1146.6,50.33,True,gas,2
89,89.0584238868853,0,0,0,False,,2
90,5.58383141547954,0,0,0,False,,2
91,37.5884268721127,0,0,0,False,,2
92,7.13579983353913,0,0,0,False,,2
93,17.4502959858616,0,0,0,False,,2
94,22.7508658327762,0,0,0,False,,2
95,21.032036428978,0,0,0,False,,2
96,8.3066261211418,0,0,0,False,,2
97,17.833872595941,0,0,0,False,,2
98,24.5512800851491,0,0,0,False,,2
99,0,0,1175.4,50.33,True,gas,2
100,12.3761896110006,0,0,0,False,,2
101,2.64737681298222,0,0,0,False,,2
102,0,0,194.4,50.33,True,gas,2
103,22.2897368631027,0,0,0,False,,2
104,17.7400877563575,0,0,0,False,,2
105,21.9316801077052,0,0,0,False,,2
106,28.1200520783726,0,0,0,False,,2
107,1.14064899697482,0,0,0,False,,2
108,4.15466009359592,0,0,0,False,,2
109,22.7249195263334,0,0,0,False,,2
110,0,0,142.2,50.33,True,gas,2
111,39.6373583008108,0,0,0,False,,2
112,3.45942321100453,0,0,0,False,,2
113,4.05318431253036,0,0,0,False,,2
114,12.3326414480073,0,0,0,False,,2
115,96.4016783785538,0,0,0,False,,2
116,10.5706586083048,0,0,0,False,,2
117,18.2787502522467,0,0,0,False,,2
0,27.5937022088487,0,0,0,False,,3
1,10.1826307518894,0,0,0,False,,3
2,22.9545082598657,0,0,0,False,,3
3,20.7220125618588,0,0,0,False,,3
4,0,0,0,0,False,,3
5,25.2196912867216,0,0,0,False,,3
6,9.96580927770558,0,0,0,False,,3
7,14.6799250798096,0,0,0,False,,3
8,0,0,0,0,False,,3
9,0,0,400,0,True,hydro,3
10,37.7196526117954,0,0,0,False,,3
11,0,0,200,0,True,hydro,3
12,19.9226411378222,0,0,0,False,,3
13,8.3377109376109,0,0,0,False,,3
14,49.9722065309895,0,0,0,False,,3
15,12.990075124658,0,0,0,False,,3
16,6.71813113879367,0,0,0,False,,3
17,31.1184559294156,0,0,0,False,,3
18,24.9013447612584,0,0,0,False,,3
19,10.1586168479709,0,0,0,False,,3
20,7.75451134032977,0,0,0,False,,3
21,5.62447334372472,0,0,0,False,,3
22,3.65034101695519,0,0,0,False,,3
23,6.18800777947983,0,0,0,False,,3
24,0,0,397.8,28.948321,True,coal,3
25,0,0,873,22.22098,True,coal,3
26,40.865152314931,0,0,0,False,,3
27,9.08780769741292,0,0,0,False,,3
28,13.1959259152532,0,0,0,False,,3
29,0,0,0,0,False,,3
30,0,0,612,25.993982,True,coal,3
31,32.0754078129291,0,0,0,False,,3
32,14.0514408897182,0,0,0,False,,3
33,32.9974891210746,0,0,0,False,,3
34,19.6052603223905,0,0,0,False,,3
35,17.4422423902684,0,0,0,False,,3
36,0,0,0,0,False,,3
37,0,0,0,0,False,,3
38,15.448324802078,0,0,0,False,,3
39,40.4522624430111,0,0,0,False,,3
40,18.5917047708627,0,0,0,False,,3
41,51.9225471231225,0,0,0,False,,3
42,9.32417400625116,0,0,0,False,,3
43,9.12788491766791,0,0,0,False,,3
44,28.2609070987454,0,0,0,False,,3
45,0,0,720,24.202306,True,coal,3
46,19.5156638302268,0,0,0,False,,3
47,11.130252957581,0,0,0,False,,3
48,0,0,0,0,True,solar,3
49,10.1166347404664,0,0,0,False,,3
50,9.47661097772929,0,0,0,False,,3
51,8.8480231412375,0,0,0,False,,3
52,12.8079138482685,0,0,0,False,,3
53,0,0,0,0,True,solar,3
54,34.5699175102887,0,0,0,False,,3
55,42.3836186098744,0,0,0,False,,3
56,6.54354748704863,0,0,0,False,,3
57,6.50767107691229,0,0,0,False,,3
58,0,0,0,0,True,solar,3
59,41.3653766894393,0,0,0,False,,3
60,0,0,0,0,True,solar,3
61,41.9310752067953,0,0,0,False,,3
62,0,0,0,0,False,,3
63,0,0,0,0,False,,3
64,0,36.343907909102,36.343907909102,0,True,wind,3
65,0,162.429473143904,162.429473143904,0,True,wind,3
66,15.605953574281,0,0,0,False,,3
67,0,0,0,0,False,,3
68,0,0,0,0,False,,3
69,37.3753687960526,0,0,0,False,,3
70,0,0,0,0,False,,3
71,6.59719073068,0,0,0,False,,3
72,3.26968659152513,0,0,0,False,,3
73,37.2640336894612,0,0,0,False,,3
74,24.6749872480803,0,0,0,False,,3
75,38.158187409088,0,0,0,False,,3
76,33.605836367467,0,0,0,False,,3
77,41.2256263795703,0,0,0,False,,3
78,20.9269306121057,0,0,0,False,,3
79,0,0,916.2,50.33,True,gas,3
80,0,0,0,0,False,,3
81,29.0614009698996,0,0,0,False,,3
82,11.2288822805477,0,0,0,False,,3
83,6.37438789916533,0,0,0,False,,3
84,13.286708113965,0,0,0,False,,3
85,12.3335048151153,0,0,0,False,,3
86,0,0,360,50.33,True,gas,3
87,26.1837579757368,0,0,0,False,,3
88,0,0,1146.6,50.33,True,gas,3
89,75.8160754253557,0,0,0,False,,3
90,5.81963960308995,0,0,0,False,,3
91,34.2082399741277,0,0,0,False,,3
92,7.071279223516,0,0,0,False,,3
93,17.182291161229,0,0,0,False,,3
94,22.0280553533006,0,0,0,False,,3
95,21.0247052542547,0,0,0,False,,3
96,8.21668930920862,0,0,0,False,,3
97,18.7805645446657,0,0,0,False,,3
98,23.8748034150474,0,0,0,False,,3
99,0,0,1175.4,50.33,True,gas,3
100,12.4677107115339,0,0,0,False,,3
101,2.77902619872712,0,0,0,False,,3
102,0,0,194.4,50.33,True,gas,3
103,19.9815977427913,0,0,0,False,,3
104,17.7229040425185,0,0,0,False,,3
105,22.2462167805005,0,0,0,False,,3
106,26.1538079918279,0,0,0,False,,3
107,1.09511248125257,0,0,0,False,,3
108,4.44909071119525,0,0,0,False,,3
109,20.4892438548359,0,0,0,False,,3
110,0,0,142.2,50.33,True,gas,3
111,37.2392283437845,0,0,0,False,,3
112,3.5209621098498,0,0,0,False,,3
113,4.56868970897322,0,0,0,False,,3
114,12.8055306900291,0,0,0,False,,3
115,100.778256474913,0,0,0,False,,3
116,10.8218106862571,0,0,0,False,,3
117,17.8531223094001,0,0,0,False,,3
0,28.0990791834738,0,0,0,False,,4
1,9.64018400232085,0,0,0,False,,4
2,22.4008010152188,0,0,0,False,,4
3,21.6262989844736,0,0,0,False,,4
4,0,0,0,0,False,,4
5,28.3135543997847,0,0,0,False,,4
6,10.9317071892401,0,0,0,False,,4
7,14.4903588094813,0,0,0,False,,4
8,0,0,0,0,False,,4
9,0,0,400,0,True,hydro,4
10,39.0308975199439,0,0,0,False,,4
11,0,0,200,0,True,hydro,4
12,18.8177817140188,0,0,0,False,,4
13,7.59966992691624,0,0,0,False,,4
14,48.8526229757349,0,0,0,False,,4
15,12.3024094881434,0,0,0,False,,4
16,5.55644797992202,0,0,0,False,,4
17,29.9762370632616,0,0,0,False,,4
18,25.6143551383715,0,0,0,False,,4
19,10.2194253759571,0,0,0,False,,4
20,7.47733656352941,0,0,0,False,,4
21,5.06985094170228,0,0,0,False,,4
22,3.77160547416929,0,0,0,False,,4
23,6.59508554756849,0,0,0,False,,4
24,0,0,397.8,28.948321,True,coal,4
25,0,0,873,22.22098,True,coal,4
26,37.2812657862166,0,0,0,False,,4
27,9.7107609515968,0,0,0,False,,4
28,13.3892815180701,0,0,0,False,,4
29,0,0,0,0,False,,4
30,0,0,612,25.993982,True,coal,4
31,31.544534169925,0,0,0,False,,4
32,13.7434221550101,0,0,0,False,,4
33,32.4929780002171,0,0,0,False,,4
34,18.4613407721934,0,0,0,False,,4
35,17.6863369578463,0,0,0,False,,4
36,0,0,0,0,False,,4
37,0,0,0,0,False,,4
38,15.1502240058914,0,0,0,False,,4
39,37.1906069809868,0,0,0,False,,4
40,19.9960551987444,0,0,0,False,,4
41,54.3324094617538,0,0,0,False,,4
42,9.37278067992829,0,0,0,False,,4
43,8.9296921400938,0,0,0,False,,4
44,28.8044847013026,0,0,0,False,,4
45,0,0,720,24.202306,True,coal,4
46,18.6376802360232,0,0,0,False,,4
47,11.2447918426973,0,0,0,False,,4
48,0,0,0,0,True,solar,4
49,9.30268984053416,0,0,0,False,,4
50,9.1663007388685,0,0,0,False,,4
51,9.00531837266741,0,0,0,False,,4
52,12.5485218007474,0,0,0,False,,4
53,0,0,0,0,True,solar,4
54,34.9955612033169,0,0,0,False,,4
55,46.142761209582,0,0,0,False,,4
56,5.85721917994169,0,0,0,False,,4
57,6.44327423932789,0,0,0,False,,4
58,0,0,0,0,True,solar,4
59,44.8532710963274,0,0,0,False,,4
60,0,0,0,0,True,solar,4
61,41.2034090597812,0,0,0,False,,4
62,0,0,0,0,False,,4
63,0,0,0,0,False,,4
64,0,36.3946080217795,36.3946080217795,0,True,wind,4
65,0,151.221475559628,151.221475559628,0,True,wind,4
66,15.2323104533282,0,0,0,False,,4
67,0,0,0,0,False,,4
68,0,0,0,0,False,,4
69,38.1521716180697,0,0,0,False,,4
70,0,0,0,0,False,,4
71,7.20512247558314,0,0,0,False,,4
72,3.3058725756898,0,0,0,False,,4
73,34.9274760438976,0,0,0,False,,4
74,23.9837601019755,0,0,0,False,,4
75,36.8963162659365,0,0,0,False,,4
76,33.5478060473853,0,0,0,False,,4
77,40.771380560412,0,0,0,False,,4
78,20.7093081069612,0,0,0,False,,4
79,0,0,916.2,50.33,True,gas,4
80,0,0,0,0,False,,4
81,28.4278795372066,0,0,0,False,,4
82,10.9600032980124,0,0,0,False,,4
83,5.58856440969891,0,0,0,False,,4
84,13.2785332758961,0,0,0,False,,4
85,11.1646817386261,0,0,0,False,,4
86,0,0,360,50.33,True,gas,4
87,28.4919057816741,0,0,0,False,,4
88,0,0,1146.6,50.33,True,gas,4
89,86.9657022891035,0,0,0,False,,4
90,5.63241605773359,0,0,0,False,,4
91,36.6451014187975,0,0,0,False,,4
92,6.72725577445733,0,0,0,False,,4
93,18.3692172088243,0,0,0,False,,4
94,22.4234178081558,0,0,0,False,,4
95,20.3890481717057,0,0,0,False,,4
96,8.45379750098972,0,0,0,False,,4
97,19.4124859742187,0,0,0,False,,4
98,24.6231282363416,0,0,0,False,,4
99,0,0,1175.4,50.33,True,gas,4
100,12.571308690238,0,0,0,False,,4
101,2.7822779048098,0,0,0,False,,4
102,0,0,194.4,50.33,True,gas,4
103,20.2792022539804,0,0,0,False,,4
104,16.2769312924096,0,0,0,False,,4
105,23.4504541945543,0,0,0,False,,4
106,27.8998686236572,0,0,0,False,,4
107,1.08843113075019,0,0,0,False,,4
108,4.2334997991263,0,0,0,False,,4
109,21.215119519134,0,0,0,False,,4
110,0,0,142.2,50.33,True,gas,4
111,37.4522094478681,0,0,0,False,,4
112,3.29652566692227,0,0,0,False,,4
113,4.28834044581173,0,0,0,False,,4
114,12.6119728986101,0,0,0,False,,4
115,98.0560285819353,0,0,0,False,,4
116,10.1990391423318,0,0,0,False,,4
117,20.1271363192835,0,0,0,False,,4
0,27.3465950749315,0,0,0,False,,5
1,10.5656907389961,0,0,0,False,,5
2,22.580702626452,0,0,0,False,,5
3,19.3873520220505,0,0,0,False,,5
4,0,0,0,0,False,,5
5,29.4944117777841,0,0,0,False,,5
6,10.0123597641064,0,0,0,False,,5
7,14.1611180095909,0,0,0,False,,5
8,0,0,0,0,False,,5
9,0,0,400,0,True,hydro,5
10,34.9156511268665,0,0,0,False,,5
11,0,0,200,0,True,hydro,5
12,19.6924447590967,0,0,0,False,,5
13,7.60654867207761,0,0,0,False,,5
14,50.6074977085345,0,0,0,False,,5
15,13.7285022107614,0,0,0,False,,5
16,6.14898843821507,0,0,0,False,,5
17,31.0875455722147,0,0,0,False,,5
18,25.0853029286716,0,0,0,False,,5
19,9.56263986896321,0,0,0,False,,5
20,7.76042840596499,0,0,0,False,,5
21,5.08113379411249,0,0,0,False,,5
22,3.37612778897157,0,0,0,False,,5
23,6.67084098332403,0,0,0,False,,5
24,0,0,397.8,28.948321,True,coal,5
25,0,0,873,22.22098,True,coal,5
26,36.8261084502679,0,0,0,False,,5
27,9.05764720027474,0,0,0,False,,5
28,13.1151873624439,0,0,0,False,,5
29,0,0,0,0,False,,5
30,0,0,612,25.993982,True,coal,5
31,32.1434246653011,0,0,0,False,,5
32,12.8866810955683,0,0,0,False,,5
33,31.8753247809862,0,0,0,False,,5
34,17.9894298200411,0,0,0,False,,5
35,17.628534602575,0,0,0,False,,5
36,0,0,0,0,False,,5
37,0,0,0,0,False,,5
38,14.5584709936384,0,0,0,False,,5
39,36.6459496882583,0,0,0,False,,5
40,18.7231438697458,0,0,0,False,,5
41,54.1465654732415,0,0,0,False,,5
42,9.38062198682157,0,0,0,False,,5
43,8.88173683925068,0,0,0,False,,5
44,29.5786488212427,0,0,0,False,,5
45,0,0,720,24.202306,True,coal,5
46,18.7914140471376,0,0,0,False,,5
47,9.87698845480188,0,0,0,False,,5
48,0,0,0,0,True,solar,5
49,9.83599121776988,0,0,0,False,,5
50,8.90480528352132,0,0,0,False,,5
51,8.93382956366671,0,0,0,False,,5
52,12.5780862842336,0,0,0,False,,5
53,0,0,0,0,True,solar,5
54,36.5678635440148,0,0,0,False,,5
55,48.9295533687094,0,0,0,False,,5
56,6.41061645237417,0,0,0,False,,5
57,6.47225948212187,0,0,0,False,,5
58,0,0,0,0,True,solar,5
59,37.8292621604847,0,0,0,False,,5
60,0,0,0,0,True,solar,5
61,42.3974906424161,0,0,0,False,,5
62,0,0,0,0,False,,5
63,0,0,0,0,False,,5
64,0,34.8087660788957,34.8087660788957,0,True,wind,5
65,0,162.879509549087,162.879509549087,0,True,wind,5
66,15.3630812517985,0,0,0,False,,5
67,0,0,0,0,False,,5
68,0,0,0,0,False,,5
69,35.5855916241564,0,0,0,False,,5
70,0,0,0,0,False,,5
71,6.35075180829999,0,0,0,False,,5
72,3.36590296477392,0,0,0,False,,5
73,37.0295891773835,0,0,0,False,,5
74,25.8625689334274,0,0,0,False,,5
75,37.4235061379146,0,0,0,False,,5
76,31.0401384784745,0,0,0,False,,5
77,39.5779663417382,0,0,0,False,,5
78,22.6649893131888,0,0,0,False,,5
79,0,0,916.2,50.33,True,gas,5
80,0,0,0,0,False,,5
81,29.0924668812978,0,0,0,False,,5
82,11.4017568127239,0,0,0,False,,5
83,5.87685652235545,0,0,0,False,,5
84,13.1984915746658,0,0,0,False,,5
85,11.8299133163586,0,0,0,False,,5
86,0,0,360,50.33,True,gas,5
87,27.2737821928298,0,0,0,False,,5
88,0,0,1146.6,50.33,True,gas,5
89,87.0337988350319,0,0,0,False,,5
90,5.36538810008637,0,0,0,False,,5
91,35.1148197147565,0,0,0,False,,5
92,6.20699515929911,0,0,0,False,,5
93,15.7228053049527,0,0,0,False,,5
94,21.3868527807952,0,0,0,False,,5
95,20.2523720595002,0,0,0,False,,5
96,8.42196185114577,0,0,0,False,,5
