omega,e_id,c_ew
3,22,25.354999999999997
3,23,10.68375
3,24,31.725875000000002
3,25,14.72325
3,26,12.886625
3,27,7.861625
3,28,25.406499999999998
3,29,15.625
3,30,7.668749999999999
3,31,14.619875
3,32,13.255625
3,33,24.801625
3,34,14.534875
3,35,7.9975
3,36,37.764375
3,37,10.84125
3,38,12.690375
3,39,16.55625
3,40,10.048250000000001
3,41,5.0607500000000005
3,42,122.54899999999999
3,43,25.150875
3,44,8.802875
3,45,46.64175
3,46,132.97875
3,47,11.792499999999999
3,48,7.4405
3,49,23.148125
3,50,20.661125
3,51,25.667375
3,52,6.830625
3,53,9.25925
3,54,5.09375
3,55,7.436
3,56,13.8735
3,57,9.21825
3,58,9.8425
3,59,6.6137500000000005
3,60,20.0
3,61,3.87
3,62,6.720375
3,63,24.752499999999998
3,64,16.622375
3,65,9.124125
3,66,21.258499999999998
3,67,7.64525
3,68,10.245875
3,69,4.32525
3,70,17.680374999999998
3,71,130.89000000000001
3,72,82.7815
3,73,12.940000000000001
3,74,9.328375
3,75,12.940000000000001
3,76,17.38525
3,77,5.4513750000000005
3,78,4.980125
3,79,5.792375
3,80,8.620750000000001
3,81,8.333375
3,82,92.592625
3,83,22.281625
3,84,33.244625
3,85,62.5
3,86,12.677499999999998
3,87,41.39075
3,88,13.60175
3,89,5.734
3,90,10.68375
3,91,12.315249999999999
3,92,78.125
3,93,4.499625
3,94,3.8579999999999997
3,95,9.8425
3,96,3.037625
3,97,35.21125
3,98,6.3775
3,99,6.9445
3,100,27.532999999999998
3,101,9.44825
3,102,8.86525
3,103,10.245875
3,104,30.788125
3,105,8.446
3,106,12.376249999999999
3,107,6.253125000000001
3,108,100.8065
3,109,51.2295
3,110,25.77325
3,111,17.755625
3,112,61.88125
3,113,14.654125
3,114,34.106375
3,115,9.46975
3,116,8.446
3,117,19.50075
3,118,10.162625
3,119,12.254875
3,120,7.2253750000000005
3,121,17.556125
3,122,6.648874999999999
3,123,14.952125
3,124,24.752499999999998
3,125,9.827
3,126,14.740625000000001
3,127,7.9113750000000005
3,128,17.0765
3,129,28.801875
3,130,6.868125000000001
3,131,23.584874999999997
3,132,14.384375
3,133,13.38325
3,134,11.574124999999999
3,135,6.068
3,136,4.23725
3,137,21.55175
3,138,22.851875
3,139,14.12425
3,140,6.98325
3,141,15.375125
3,142,9.904875
3,143,22.361375
3,144,11.16075
3,145,23.8095
3,146,6.1275
3,147,7.891375
3,148,7.6922500000000005
3,149,5.458499999999999
3,150,33.068749999999994
3,151,22.851875
3,152,6.830625
3,153,17.781
3,154,6.830625
3,155,43.40275
3,156,6.894625
3,157,16.40425
3,158,16.55625
3,159,19.53125
3,160,41.52825
3,161,6.1576249999999995
3,162,20.424875
3,163,16.869125
3,164,120.19225
3,165,8.928625
3,166,25.987499999999997
3,167,22.978
3,168,47.529375
3,169,34.086
3,170,33.558875
3,171,35.650625
3,172,33.73275
3,173,47.352125
3,174,36.132374999999996
3,175,36.132374999999996
3,176,36.132374999999996
3,177,6.027
3,178,308.642
4,0,12.5125
4,1,29.481125000000002
4,2,156.641625
4,3,11.574124999999999
4,4,23.148125
4,5,60.096125
4,6,40.983625
4,7,38.819875
4,8,18.168625
4,9,18.328500000000002
4,10,63.7755
4,11,20.29225
4,12,7.8125
4,13,36.76475
4,14,17.099875
4,15,17.680374999999998
4,16,5.114625
4,17,6.41025
4,18,14.988
4,19,28.604124999999996
4,20,6.940625000000001
4,21,24.752499999999998
4,22,25.354999999999997
4,23,10.68375
4,24,31.725875000000002
4,25,14.72325
4,26,12.886625
4,27,7.861625
4,28,25.406499999999998
4,29,15.625
4,30,7.668749999999999
4,31,14.619875
4,32,13.255625
4,33,24.801625
4,34,14.534875
4,35,7.9975
4,36,37.764375
4,37,10.84125
4,38,12.690375
4,39,16.55625
4,40,10.048250000000001
4,41,5.0607500000000005
4,42,122.54899999999999
4,43,25.150875
4,44,8.802875
4,45,46.64175
4,46,132.97875
4,47,11.792499999999999
4,48,7.4405
4,49,23.148125
4,50,20.661125
4,51,25.667375
4,52,6.830625
4,53,9.25925
4,54,5.09375
4,55,7.436
4,56,13.8735
4,57,9.21825
4,58,9.8425
4,59,6.6137500000000005
4,60,20.0
4,61,3.87
4,62,6.720375
4,63,24.752499999999998
4,64,16.622375
4,65,9.124125
4,66,21.258499999999998
4,67,7.64525
4,68,10.245875
4,69,4.32525
4,70,17.680374999999998
4,71,130.89000000000001
4,72,82.7815
4,73,12.940000000000001
4,74,9.328375
4,75,12.940000000000001
4,76,17.38525
4,77,5.4513750000000005
4,78,4.980125
4,79,5.792375
4,80,8.620750000000001
4,81,8.333375
4,82,92.592625
4,83,22.281625
4,84,33.244625
4,85,62.5
4,86,12.677499999999998
4,87,41.39075
4,88,13.60175
4,89,5.734
4,90,10.68375
4,91,12.315249999999999
4,92,78.125
4,93,4.499625
4,94,3.8579999999999997
4,95,9.8425
4,96,3.037625
4,97,35.21125
4,98,6.3775
4,99,6.9445
4,100,27.532999999999998
4,101,9.44825
4,102,8.86525
4,103,10.245875
4,104,30.788125
4,105,8.446
4,106,12.376249999999999
4,107,6.253125000000001
4,108,100.8065
4,109,51.2295
4,110,25.77325
4,111,17.755625
4,112,61.88125
4,113,14.654125
4,114,34.106375
4,115,9.46975
4,116,8.446
4,117,19.50075
4,118,10.162625
4,119,12.254875
4,120,7.2253750000000005
4,121,17.556125
4,122,6.648874999999999
4,123,14.952125
4,124,24.752499999999998
4,125,9.827
4,126,14.740625000000001
4,127,7.9113750000000005
4,128,17.0765
4,129,28.801875
4,130,6.868125000000001
4,131,23.584874999999997
4,132,14.384375
4,133,13.38325
4,134,11.574124999999999
4,135,6.068
4,136,4.23725
4,137,21.55175
4,138,22.851875
4,139,14.12425
4,140,6.98325
4,141,15.375125
4,142,9.904875
4,143,22.361375
4,144,11.16075
4,145,23.8095
4,146,6.1275
4,147,7.891375
4,148,7.6922500000000005
4,149,5.458499999999999
4,150,33.068749999999994
4,151,22.851875
4,152,6.830625
4,153,17.781
4,154,6.830625
4,155,43.40275
4,156,6.894625
4,157,16.40425
4,158,16.55625
4,159,19.53125
4,160,41.52825
4,161,6.1576249999999995
4,162,20.424875
4,163,16.869125
4,164,120.19225
4,165,8.928625
4,166,25.987499999999997
4,167,22.978
4,168,47.529375
4,169,34.086
4,170,33.558875
4,171,35.650625
4,172,33.73275
4,173,47.352125
4,174,36.132374999999996
4,175,36.132374999999996
4,176,36.132374999999996
4,177,6.027
4,178,308.642
5,0,12.5125
5,1,29.481125000000002
5,2,156.641625
5,3,11.574124999999999
5,4,23.148125
5,5,60.096125
5,6,40.983625
5,7,38.819875
5,8,18.168625
5,9,18.328500000000002
5,10,63.7755
5,11,20.29225
5,12,7.8125
5,13,36.76475
5,14,17.099875
5,15,17.680374999999998
5,16,5.114625
5,17,6.41025
5,18,14.988
5,19,28.604124999999996
5,20,6.940625000000001
5,21,24.752499999999998
5,22,25.354999999999997
5,23,10.68375
5,24,31.725875000000002
5,25,14.72325
5,26,12.886625
5,27,7.861625
5,28,25.406499999999998
5,29,15.625
5,30,7.668749999999999
5,31,14.619875
5,32,13.255625
5,33,24.801625
5,34,14.534875
5,35,7.9975
5,36,37.764375
5,37,10.84125
5,38,12.690375
5,39,16.55625
5,40,10.048250000000001
5,41,5.0607500000000005
5,42,122.54899999999999
5,43,25.150875
5,44,8.802875
5,45,46.64175
5,46,132.97875
5,47,11.792499999999999
5,48,7.4405
5,49,23.148125
5,50,20.661125
5,51,25.667375
5,52,6.830625
5,53,9.25925
5,54,5.09375
5,55,7.436
5,56,13.8735
5,57,9.21825
5,58,9.8425
5,59,6.6137500000000005
5,60,20.0
5,61,3.87
5,62,6.720375
5,63,24.752499999999998
5,64,16.622375
5,65,9.124125
5,66,21.258499999999998
5,67,7.64525
5,68,10.245875
5,69,4.32525
5,70,17.680374999999998
5,71,130.89000000000001
5,72,82.7815
5,73,12.940000000000001
5,74,9.328375
5,75,12.940000000000001
5,76,17.38525
5,77,5.4513750000000005
5,78,4.980125
5,79,5.792375
5,80,8.620750000000001
5,81,8.333375
5,82,92.592625
5,83,22.281625
5,84,33.244625
5,85,62.5
5,86,12.677499999999998
5,87,41.39075
5,88,13.60175
5,89,5.734
5,90,10.68375
5,91,12.315249999999999
5,92,78.125
5,93,4.499625
5,94,3.8579999999999997
5,95,9.8425
5,96,3.037625
5,97,35.21125
5,98,6.3775
5,99,6.9445
5,100,27.532999999999998
5,101,9.44825
5,102,8.86525
5,103,10.245875
5,104,30.788125
5,105,8.446
5,106,12.376249999999999
5,107,6.253125000000001
5,108,100.8065
5,109,51.2295
5,110,25.77325
5,111,17.755625
5,112,61.88125
5,113,14.654125
5,114,34.106375
5,115,9.46975
5,116,8.446
5,117,19.50075
5,118,10.162625
5,119,12.254875
5,120,7.2253750000000005
5,121,17.556125
5,122,6.648874999999999
5,123,14.952125
5,124,24.752499999999998
5,125,9.827
5,126,14.740625000000001
5,127,7.9113750000000005
5,128,17.0765
5,129,28.801875
5,130,6.868125000000001
5,131,23.584874999999997
5,132,14.384375
5,133,13.38325
5,134,11.574124999999999
5,135,6.068
5,136,4.23725
5,137,21.55175
5,138,22.851875
5,139,14.12425
5,140,6.98325
5,141,15.375125
5,142,9.904875
5,143,22.361375
5,144,11.16075
5,145,23.8095
5,146,6.1275
5,147,7.891375
5,148,7.6922500000000005
5,149,5.458499999999999
5,150,33.068749999999994
5,151,22.851875
5,152,6.830625
5,153,17.781
5,154,6.830625
5,155,43.40275
5,156,6.894625
5,157,16.40425
5,158,16.55625
5,159,19.53125
5,160,41.52825
5,161,6.1576249999999995
5,162,20.424875
5,163,16.869125
5,164,120.19225
5,165,8.928625
5,166,25.987499999999997
5,167,22.978
5,168,47.529375
5,169,34.086
5,170,33.558875
5,171,35.650625
5,172,33.73275
5,173,47.352125
5,174,36.132374999999996
5,175,36.132374999999996
5,176,36.132374999999996
5,177,6.027
5,178,308.642
6,0,12.5125
6,1,29.481125000000002
6,2,156.641625
6,3,11.574124999999999
6,4,23.148125
6,5,60.096125
6,6,40.983625
6,7,38.819875
6,8,18.168625
6,9,18.328500000000002
6,10,63.7755
6,11,20.29225
6,12,7.8125
6,13,36.76475
6,14,17.099875
6,15,17.680374999999998
6,16,5.114625
6,17,6.41025
6,18,14.988
6,19,28.604124999999996
6,20,6.940625000000001
6,21,24.752499999999998
6,22,25.354999999999997
6,23,10.68375
6,24,31.725875000000002
6,25,14.72325
6,26,12.886625
6,27,7.861625
6,28,25.406499999999998
6,29,15.625
6,30,7.668749999999999
6,31,14.619875
6,32,13.255625
6,33,24.801625
6,34,14.534875
6,35,7.9975
6,36,37.764375
6,37,10.84125
6,38,12.690375
6,39,16.55625
6,40,10.048250000000001
6,41,5.0607500000000005
6,42,122.54899999999999
6,43,25.150875
6,44,8.802875
6,45,46.64175
6,46,132.97875
6,47,11.792499999999999
6,48,7.4405
6,49,23.148125
6,50,20.661125
6,51,25.667375
6,52,6.830625
6,53,9.25925
6,54,5.09375
6,55,7.436
6,56,13.8735
6,57,9.21825
6,58,9.8425
6,59,6.6137500000000005
6,60,20.0
6,61,3.87
6,62,6.720375
6,63,24.752499999999998
6,64,16.622375
6,65,9.124125
6,66,21.258499999999998
6,67,7.64525
6,68,10.245875
6,69,4.32525
6,70,17.680374999999998
6,71,130.89000000000001
6,72,82.7815
6,73,12.940000000000001
6,74,9.328375
6,75,12.940000000000001
6,76,17.38525
6,77,5.4513750000000005
6,78,4.980125
6,79,5.792375
6,80,8.620750000000001
6,81,8.333375
6,82,92.592625
6,83,22.281625
6,84,33.244625
6,85,62.5
6,86,12.677499999999998
6,87,41.39075
6,88,13.60175
6,89,5.734
6,90,10.68375
6,91,12.315249999999999
6,92,78.125
6,93,4.499625
6,94,3.8579999999999997
6,95,9.8425
6,96,3.037625
6,97,35.21125
6,98,6.3775
6,99,6.9445
6,100,27.532999999999998
6,101,9.44825
6,102,8.86525
6,103,10.245875
6,104,30.788125
6,105,8.446
6,106,12.376249999999999
6,107,6.253125000000001
6,108,100.8065
6,109,51.2295
6,110,25.77325
6,111,17.755625
6,112,61.88125
6,113,14.654125
6,114,34.106375
6,115,9.46975
6,116,8.446
6,117,19.50075
6,118,10.162625
6,119,12.254875
6,120,7.2253750000000005
6,121,17.556125
6,122,6.648874999999999
6,123,14.952125
6,124,24.752499999999998
6,125,9.827
6,126,14.740625000000001
6,127,7.9113750000000005
6,128,17.0765
6,129,28.801875
6,130,6.868125000000001
6,131,23.584874999999997
6,132,14.384375
6,133,13.38325
6,134,11.574124999999999
6,135,6.068
6,136,4.23725
6,137,21.55175
6,138,22.851875
6,139,14.12425
6,140,6.98325
6,141,15.375125
6,142,9.904875
6,143,22.361375
6,144,11.16075
6,145,23.8095
6,146,6.1275
6,147,7.891375
6,148,7.6922500000000005
6,149,5.458499999999999
6,150,33.068749999999994
6,151,22.851875
6,152,6.830625
6,153,17.781
6,154,6.830625
6,155,43.40275
6,156,6.894625
6,157,16.40425
6,158,16.55625
6,159,19.53125
6,160,41.52825
6,161,6.1576249999999995
6,162,20.424875
6,163,16.869125
6,164,120.19225
6,165,8.928625
6,166,25.987499999999997
6,167,22.978
6,168,47.529375
6,169,34.086
6,170,33.558875
6,171,35.650625
6,172,33.73275
6,173,47.352125
6,174,36.132374999999996
6,175,36.132374999999996
6,176,36.132374999999996
6,177,6.027
6,178,308.642
7,0,12.5125
7,1,29.481125000000002
7,2,156.641625
7,3,11.574124999999999
7,4,23.148125
7,5,60.096125
7,6,40.983625
7,7,38.819875
7,8,18.168625
7,9,18.328500000000002
7,10,63.7755
7,11,20.29225
7,12,7.8125
7,13,36.76475
7,14,17.099875
7,15,17.680374999999998
7,16,5.114625
7,17,6.41025
7,18,14.988
7,19,28.604124999999996
7,20,6.940625000000001
7,21,24.752499999999998
7,22,25.354999999999997
7,23,10.68375
7,24,31.725875000000002
7,25,14.72325
7,26,12.886625
7,27,7.861625
7,28,25.406499999999998
7,29,15.625
7,30,7.668749999999999
7,31,14.619875
7,32,13.255625
7,33,24.801625
7,34,14.534875
7,35,7.9975
7,36,37.764375
7,37,10.84125
7,38,12.690375
7,39,16.55625
7,40,10.048250000000001
7,41,5.0607500000000005
7,42,122.54899999999999
7,43,25.150875
7,44,8.802875
7,45,46.64175
7,46,132.97875
7,47,11.792499999999999
7,48,7.4405
7,49,23.148125
7,50,20.661125
7,51,25.667375
7,52,6.830625
7,53,9.25925
7,54,5.09375
7,55,7.436
7,56,13.8735
7,57,9.21825
7,58,9.8425
7,59,6.6137500000000005
7,60,20.0
7,61,3.87
7,62,6.720375
7,63,24.752499999999998
7,64,16.622375
7,65,9.124125
7,66,21.258499999999998
7,67,7.64525
7,68,10.245875
7,69,4.32525
7,70,17.680374999999998
7,71,130.89000000000001
7,72,82.7815
7,73,12.940000000000001
7,74,9.328375
7,75,12.940000000000001
7,76,17.38525
7,77,5.4513750000000005
7,78,4.980125
7,79,5.792375
7,80,8.620750000000001
7,81,8.333375
7,82,92.592625
7,83,22.281625
7,84,33.244625
7,85,62.5
7,86,12.677499999999998
7,87,41.39075
7,88,13.60175
7,89,5.734
7,90,10.68375
7,91,12.315249999999999
7,92,78.125
7,93,4.499625
7,94,3.8579999999999997
7,95,9.8425
7,96,3.037625
7,97,35.21125
7,98,6.3775
7,99,6.9445
7,100,27.532999999999998
7,101,9.44825
7,102,8.86525
7,103,10.245875
7,104,30.788125
7,105,8.446
7,106,12.376249999999999
7,107,6.253125000000001
7,108,100.8065
7,109,51.2295
7,110,25.77325
7,111,17.755625
7,112,61.88125
7,113,14.654125
7,114,34.106375
7,115,9.46975
7,116,8.446
7,117,19.50075
7,118,10.162625
7,119,12.254875
7,120,7.2253750000000005
7,121,17.556125
7,122,6.648874999999999
7,123,14.952125
7,124,24.752499999999998
7,125,9.827
7,126,14.740625000000001
7,127,7.9113750000000005
7,128,17.0765
7,129,28.801875
7,130,6.868125000000001
7,131,23.584874999999997
7,132,14.384375
7,133,13.38325
7,134,11.574124999999999
7,135,6.068
7,136,4.23725
7,137,21.55175
7,138,22.851875
7,139,14.12425
7,140,6.98325
7,141,15.375125
7,142,9.904875
7,143,22.361375
7,144,11.16075
7,145,23.8095
7,146,6.1275
7,147,7.891375
7,148,7.6922500000000005
7,149,5.458499999999999
7,150,33.068749999999994
7,151,22.851875
7,152,6.830625
7,153,17.781
7,154,6.830625
7,155,43.40275
7,156,6.894625
7,157,16.40425
7,158,16.55625
7,159,19.53125
7,160,41.52825
7,161,6.1576249999999995
7,162,20.424875
7,163,16.869125
7,164,120.19225
7,165,8.928625
7,166,25.987499999999997
7,167,22.978
7,168,47.529375
7,169,34.086
7,170,33.558875
7,171,35.650625
7,172,33.73275
7,173,47.352125
7,174,36.132374999999996
7,175,36.132374999999996
7,176,36.132374999999996
7,177,6.027
7,178,308.642
8,0,10.61003099326818
8,1,22.015170529777627
8,2,122.27180978401303
8,3,9.930641174796992
8,4,18.05445399770117
8,5,50.60951160021874
8,6,31.997268898010383
8,7,33.06529250001461
8,8,14.179935091346254
8,9,14.725944128363576
8,10,47.814176502504694
8,11,16.72875438162218
8,12,5.743867435439642
8,13,30.409606834058795
8,14,14.155837555053168
8,15,14.172128000390945
8,16,4.570980278641753
8,17,4.986074041818705
8,18,12.090129284242874
8,19,25.4593692873875
8,20,5.68613297053199
8,21,20.7024588411083
8,22,19.36479460689465
8,23,9.47719050534078
8,24,24.680082437868563
8,25,12.078034331807926
8,26,9.63568650619829
8,27,6.259262451227701
8,28,21.04433403057596
8,29,12.861210356872126
8,30,5.734901326801496
8,31,11.485425438206452
8,32,11.140011175210994
8,33,19.65358664034344
8,34,11.601975990768643
8,35,6.769998996877809
8,36,30.444850462139172
8,37,7.592147091830328
8,38,9.34211157948862
8,39,12.691579056627068
8,40,8.189870779094818
8,41,3.857551524873728
8,42,103.86227221229645
8,43,20.092251571902928
8,44,6.993447327497359
8,45,38.350946885948346
8,46,112.91504775674613
8,47,9.445099602690968
8,48,6.100678698109331
8,49,19.13375980173143
8,50,17.505019626470876
8,51,20.98373188281253
8,52,5.57559441568751
8,53,6.811885223278899
8,54,3.9088954014086967
8,55,6.103147155877629
8,56,11.527991981384929
8,57,7.796465955007478
8,58,7.724170541090206
8,59,5.539386309854895
8,60,16.648221502784956
8,61,2.737240898058846
8,62,5.49687157936148
8,63,17.850699846606528
8,64,13.647163071881096
8,65,7.256503858453545
8,66,16.842028482225338
8,67,5.792200515414277
8,68,7.859378215588643
8,69,3.5375212250497956
8,70,13.508998287866582
8,71,112.96534337965105
8,72,66.07589226536108
8,73,10.397174472627574
8,74,7.535831964182471
8,75,9.807025293380729
8,76,12.42405578361757
8,77,4.051732140560685
8,78,3.724695686104204
8,79,4.7530129232610765
8,80,6.732445484865979
8,81,7.174159294784766
8,82,68.1970319626621
8,83,17.44239308793872
8,84,26.109198681821375
8,85,48.45791580827754
8,86,9.91019738735917
8,87,34.35693963907944
8,88,10.28777349707566
8,89,4.317435842370973
8,90,9.340113229706857
8,91,9.891289273173319
8,92,61.00866266175482
8,93,3.5074616771317775
8,94,3.1917996166321525
8,95,7.287742199876666
8,96,2.7078770372084886
8,97,28.181002771896175
8,98,5.526599530117976
8,99,5.796466581310609
8,100,21.482637960329072
8,101,7.514176146108505
8,102,7.221906524575995
8,103,8.373389205892693
8,104,23.739585520565914
8,105,6.320278588399127
8,106,10.621233806948435
8,107,5.30146953004608
8,108,85.63927306220597
8,109,39.39432404424336
8,110,22.639334466419943
8,111,14.4239063726027
8,112,50.70410708140611
8,113,11.369410774164892
