omega,node,D_iw
1,106,45.3472561942767
1,107,1.8140865095790095
1,108,6.6304048532303765
1,109,40.09685083432873
1,110,0.0
1,111,74.23675265917811
1,112,6.581606468365653
1,113,6.414279796846758
1,114,18.7913139591546
1,115,175.13273626303962
1,116,19.755512915378564
1,117,31.966971181464434
2,0,112.8962774489432
2,1,46.859972928809036
2,2,81.68626817046108
2,3,59.097815701298316
2,4,0.0
2,5,47.71740209882945
2,6,37.43682751972995
2,7,30.034018080148112
2,8,0.0
2,9,0.0
2,10,114.8757220704615
2,11,0.0
2,12,33.40600631905941
2,13,73.4167609398364
2,14,96.8144480260928
2,15,41.16024116996517
2,16,11.4399380774962
2,17,95.96811556016087
2,18,85.94628206621017
2,19,19.782972674449766
2,20,26.728318544306102
2,21,9.883461679274149
2,22,6.969101200035197
2,23,16.86947405918025
2,24,0.0
2,25,0.0
2,26,66.97876957323857
2,27,30.530234680425387
2,28,23.654607402179785
2,29,0.0
2,30,0.0
2,31,66.77154553520009
2,32,24.112085614683703
2,33,76.64305949096409
2,34,36.5451131276679
2,35,41.910177475286844
2,36,0.0
2,37,0.0
2,38,55.26001553432959
2,39,91.47572781158536
2,40,32.7474869325789
2,41,216.56943161938068
2,42,24.73063120584062
2,43,67.89550590002023
2,44,58.50957672608669
2,45,0.0
2,46,65.8047090521502
2,47,27.654610306217798
2,48,0.0
2,49,17.954794245980608
2,50,36.30295742086957
2,51,17.732418844778543
2,52,35.411547343564834
2,53,0.0
2,54,74.71702325133037
2,55,114.0295217102504
2,56,12.9745322022541
2,57,11.892609203363113
2,58,0.0
2,59,81.84413320972139
2,60,0.0
2,61,95.06331275288392
2,62,0.0
2,63,0.0
2,64,0.0
2,65,0.0
2,66,28.187365790153372
2,67,0.0
2,68,0.0
2,69,88.23579682346971
2,70,0.0
2,71,15.36874120397787
2,72,5.651068213597092
2,73,74.86166044112788
2,74,48.048215818428474
2,75,75.89648309080069
2,76,95.93488702711807
2,77,290.1563116407438
2,78,39.69649399113702
2,79,0.0
2,80,0.0
2,81,132.19702219767242
2,82,34.559535702363235
2,83,20.071013239209233
2,84,39.42160444177975
2,85,25.8045264613499
2,86,0.0
2,87,66.43818240376544
2,88,0.0
2,89,209.29006968024706
2,90,9.327935417140793
2,91,74.033193917356
2,92,17.18368478260137
2,93,33.327271186047945
2,94,54.443655807424285
2,95,48.805263992899455
2,96,20.527438616718385
2,97,86.83068158448381
2,98,56.29435523426323
2,99,0.0
2,100,22.439595790947724
2,101,17.0348259691219
2,102,0.0
2,103,53.3227239990849
2,104,60.34735064294201
2,105,174.23880023209418
2,106,75.26036679987705
2,107,2.8547552413751527
2,108,8.703449553241082
2,109,38.77775448281548
2,110,0.0
2,111,67.6433291838008
2,112,6.666511704113516
2,113,24.764206654596006
2,114,36.80802940533946
2,115,256.2199118582606
2,116,27.844248417454796
2,117,39.87670851370997
3,0,52.323573780973035
3,1,20.549378015002162
3,2,49.6003425319041
3,3,65.47011285605355
3,4,0.0
3,5,70.0393830585896
3,6,20.37281891309764
3,7,27.587519853324697
3,8,0.0
3,9,0.0
3,10,67.3593729450772
3,11,0.0
3,12,33.451726995103925
3,13,17.517140083650997
3,14,370.64611408405057
3,15,47.921356943799374
3,16,14.00996405387972
3,17,130.36201360176557
3,18,62.54019537856264
3,19,20.823555437054274
3,20,25.175500519275843
3,21,19.5340967475532
3,22,7.028171142031283
3,23,18.323475464682616
3,24,0.0
3,25,0.0
3,26,77.28684237069774
3,27,18.329455856902808
3,28,39.31663099747799
3,29,0.0
3,30,0.0
3,31,73.33807483121275
3,32,36.56798603900841
3,33,82.4067486288607
3,34,419.4897676038476
3,35,153.78716509796163
3,36,0.0
3,37,0.0
3,38,27.1069336360032
3,39,74.5063995638516
3,40,32.5775601599218
3,41,108.62010870828298
3,42,31.01611639613822
3,43,24.04261999541423
3,44,53.424849481236734
3,45,0.0
3,46,46.58230592686599
3,47,31.0469215565851
3,48,0.0
3,49,21.80634939624567
3,50,18.410046801047137
3,51,20.29984906341507
3,52,43.21530144125103
3,53,0.0
3,54,79.88039868533487
3,55,107.22072747650473
3,56,11.140117422801048
3,57,20.62473825466057
3,58,0.0
3,59,127.66713607810314
3,60,0.0
3,61,260.6614704139083
3,62,0.0
3,63,0.0
3,64,0.0
3,65,0.0
3,66,54.68772029466977
3,67,0.0
3,68,0.0
3,69,91.19139521761846
3,70,0.0
3,71,23.56906600216486
3,72,5.827515796336995
3,73,72.23691049288232
3,74,57.27659500163229
3,75,97.45056799892757
3,76,56.91583317413415
3,77,74.70914570811725
3,78,57.92929399881553
3,79,0.0
3,80,0.0
3,81,77.16907413281959
3,82,19.89318196692606
3,83,32.67537280124911
3,84,37.61586487010352
3,85,113.80132604603693
3,86,0.0
3,87,48.81965100070687
3,88,0.0
3,89,311.4557040346162
3,90,10.976028534547762
3,91,69.11204086643275
3,92,24.058713853017274
3,93,31.8343359327089
3,94,50.69364203260233
3,95,338.4744554349184
3,96,17.847506349454978
3,97,67.26221665003449
3,98,64.96662122150033
3,99,0.0
3,100,39.365168074610025
3,101,5.578835696163932
3,102,0.0
3,103,44.67379958296189
3,104,30.764665623917175
3,105,56.127754639977816
3,106,112.24364461882897
3,107,2.1084435846180036
3,108,9.594579333873318
3,109,54.14055218904595
3,110,0.0
3,111,109.25315247575861
3,112,9.014120796222556
3,113,45.484006073679105
3,114,24.229644937484075
3,115,374.93436436459336
3,116,19.533954617870585
3,117,30.626519925494513
4,0,122.43367104625067
4,1,23.169594863553435
4,2,104.26994359518584
4,3,118.10342873589347
4,4,0.0
4,5,53.834300884939225
4,6,21.682231327650232
4,7,25.659773406412544
4,8,0.0
4,9,0.0
4,10,77.7433533965014
4,11,0.0
4,12,51.78871648607515
4,13,14.128910842351747
4,14,115.81105734076223
4,15,27.122506508034185
4,16,17.077945751093925
4,17,66.02244052741763
4,18,45.03406683170603
4,19,20.804207540530257
4,20,48.34343316697083
4,21,16.214931016524694
4,22,10.65006398396212
4,23,12.609556255513688
4,24,0.0
4,25,0.0
4,26,85.53776327752432
4,27,21.98982198783558
4,28,43.063455153429544
4,29,0.0
4,30,0.0
4,31,63.21218519019189
4,32,31.834994867333734
4,33,67.80606597395096
4,34,44.97224249861664
4,35,52.50779278569102
4,36,0.0
4,37,0.0
4,38,24.920247917033876
4,39,65.7284737599352
4,40,33.61970263738034
4,41,93.81030287832164
4,42,38.51108324412165
4,43,16.204420815380434
4,44,83.61186076402306
4,45,0.0
4,46,41.811658864457335
4,47,19.403829979367142
4,48,0.0
4,49,22.8651906258683
4,50,40.99734666668712
4,51,38.86732491824942
4,52,50.87428409064196
4,53,0.0
4,54,112.746353569107
4,55,307.9596321912299
4,56,16.34207964825093
4,57,12.032494890941196
4,58,0.0
4,59,78.345125649436
4,60,0.0
4,61,82.13773638184493
4,62,0.0
4,63,0.0
4,64,0.0
4,65,0.0
4,66,29.017397694602032
4,67,0.0
4,68,0.0
4,69,88.97848917405976
4,70,0.0
4,71,11.541526465820473
4,72,7.344365031957818
4,73,78.62557292052816
4,74,46.78002228593839
4,75,91.05515132086269
4,76,56.33959115830198
4,77,84.38437917159683
4,78,48.01641309411181
4,79,0.0
4,80,0.0
4,81,53.834529328789955
4,82,20.54553358909994
4,83,10.857906554463252
4,84,27.133899382077175
4,85,71.80115597906214
4,86,0.0
4,87,56.890659024840474
4,88,0.0
4,89,154.65921205361283
4,90,16.35582385756352
4,91,122.37751972716273
4,92,14.453116387399076
4,93,28.93480914884294
4,94,51.74828557141708
4,95,83.96445718104167
4,96,15.037069986630101
4,97,63.7404880479937
4,98,41.67654834798306
4,99,0.0
4,100,28.838521591381863
4,101,6.856176239986682
4,102,0.0
4,103,54.116778851081186
4,104,32.870727308166714
4,105,44.293549601722056
4,106,82.4729484546437
4,107,2.1702235654070514
4,108,25.088710960963077
4,109,46.54802437563607
4,110,0.0
4,111,207.3426826834534
4,112,12.014385240125492
4,113,19.05583867427462
4,114,29.786836377724025
4,115,187.47579943324524
4,116,21.691809770281687
4,117,56.415792575763724
5,0,109.76731428392692
5,1,19.304100750371145
5,2,63.94615305084736
5,3,108.86540834161386
5,4,0.0
5,5,105.44268618294528
5,6,56.73753644172813
5,7,33.359936390723064
5,8,0.0
5,9,0.0
5,10,148.97530549694028
5,11,0.0
5,12,99.95012925234757
5,13,22.558251783995278
5,14,87.89136209342193
5,15,24.301684070633844
5,16,14.262010203347451
5,17,71.24978501425153
5,18,137.981403604177
5,19,22.109636961517715
5,20,15.290210421335388
5,21,11.38348008719224
5,22,8.2052006165728
5,23,19.093257964207485
5,24,0.0
5,25,0.0
5,26,86.11053427989994
5,27,16.698121804658918
5,28,30.488821195674785
5,29,0.0
5,30,0.0
5,31,144.0830884234889
5,32,78.20684619510438
5,33,121.43499059126718
5,34,56.41243787262794
5,35,55.019299913964076
5,36,0.0
5,37,0.0
5,38,74.94025290502276
5,39,69.0313311605227
5,40,37.93272440460581
5,41,111.19292303490374
5,42,20.293289758558654
5,43,36.58487164443468
5,44,55.5690192177542
5,45,0.0
5,46,36.501950279228886
5,47,19.104780077335878
5,48,0.0
5,49,17.154939580795475
5,50,18.451097598214886
5,51,17.47690083250102
5,52,22.424188798356877
5,53,0.0
5,54,98.2156196144236
5,55,85.81804522482167
5,56,14.399756370925916
5,57,14.258382488582477
5,58,0.0
5,59,97.37315127246231
5,60,0.0
5,61,98.53301831567839
5,62,0.0
5,63,0.0
5,64,0.0
5,65,0.0
5,66,33.607159237372024
5,67,0.0
5,68,0.0
5,69,86.91209934199449
5,70,0.0
5,71,15.416778103674737
5,72,5.771699860484036
5,73,240.61794988414536
5,74,47.87673898567801
5,75,76.18315278588913
5,76,94.50671377681175
5,77,95.72872179994019
5,78,42.563500721925706
5,79,0.0
5,80,0.0
5,81,59.149370936073865
5,82,23.589137457316102
5,83,14.57832538151091
5,84,24.25225067808413
5,85,25.078810501102673
5,86,0.0
5,87,46.20879072982622
5,88,0.0
5,89,197.10293296821192
5,90,23.245168134778424
5,91,139.42240330504922
5,92,42.716701327740644
5,93,36.226462324519794
5,94,60.79897998003819
5,95,37.603802736063884
5,96,19.064467150625898
5,97,44.01495518143272
5,98,57.395125335973965
5,99,0.0
5,100,23.789426264889244
5,101,7.33607196175764
5,102,0.0
5,103,88.78689296355971
5,104,31.244073125555754
5,105,38.67823395101779
5,106,125.82087854083805
5,107,2.183831703910258
5,108,23.966206521772094
5,109,135.14181911922762
5,110,0.0
5,111,68.53347191061074
5,112,8.71681108338845
5,113,37.000825269418634
5,114,28.10225593581922
5,115,532.673838655636
5,116,20.131941476606546
5,117,34.17124057230782
6,0,226.81155131070912
6,1,27.97596866087605
6,2,65.39127573561578
6,3,40.99149825069571
6,4,0.0
6,5,50.34503269404728
6,6,23.15912272479617
6,7,72.2974643922836
6,8,0.0
6,9,0.0
6,10,71.22661090337421
6,11,0.0
6,12,36.40859454662607
6,13,20.321837345965655
6,14,148.19842682758423
6,15,27.377327542062037
6,16,11.967327929933914
6,17,58.445801421609865
6,18,44.9611074024325
6,19,28.82430462069033
6,20,14.91101218094089
6,21,11.225968598322229
6,22,9.144244142871182
6,23,16.446961567755974
6,24,0.0
6,25,0.0
6,26,217.36848881948833
6,27,18.731165676843172
6,28,37.72688164287257
6,29,0.0
6,30,0.0
6,31,180.66505893856484
6,32,25.228862568588056
6,33,59.4327023375801
6,34,35.05260342286934
6,35,52.06291718148596
6,36,0.0
6,37,0.0
6,38,25.47638156847619
6,39,72.23708723806794
6,40,34.25314318475306
6,41,901.8439543714786
6,42,24.344989742824666
6,43,15.249432275674122
6,44,290.2271319479763
6,45,0.0
6,46,43.8999414801029
6,47,19.241807361012167
6,48,0.0
6,49,17.153796618163152
6,50,16.654721167601537
6,51,22.994692010205096
6,52,21.846739075366113
6,53,0.0
6,54,82.11931343748316
6,55,122.18371231302596
6,56,11.547851305265985
6,57,12.089072852815317
6,58,0.0
6,59,154.7050756864083
6,60,0.0
6,61,88.46981650432329
6,62,0.0
6,63,0.0
6,64,0.0
6,65,0.0
6,66,46.26652033801143
6,67,0.0
6,68,0.0
6,69,87.58628571218922
6,70,0.0
6,71,13.865084777514081
6,72,6.758585978665311
6,73,70.33478692905328
6,74,48.911065795528636
6,75,78.32996431574209
6,76,340.2822358683667
6,77,110.77619711444429
6,78,83.40391111419436
6,79,0.0
6,80,0.0
6,81,51.80298071005709
6,82,26.40271150389704
6,83,10.8959702548236
6,84,30.656282894805035
6,85,29.89786274038009
6,86,0.0
6,87,90.60036180057187
6,88,0.0
6,89,208.4915208313539
6,90,14.313195912002257
6,91,80.31344927510406
6,92,30.52716033431164
6,93,77.470882050304
6,94,42.069217601947265
6,95,41.41028762273914
6,96,19.05082655608694
6,97,52.36029710854086
6,98,44.251200912034726
6,99,0.0
6,100,23.131846617698553
6,101,4.924238803375981
6,102,0.0
6,103,124.90240543636128
6,104,32.85067022013846
6,105,42.307617135879994
6,106,61.897846714995495
6,107,2.1312413653923126
6,108,13.91412411372548
6,109,46.82397070760167
6,110,0.0
6,111,336.5722731218429
6,112,7.005186662829128
6,113,19.7035437998457
6,114,24.808755381482868
6,115,209.9956898441173
6,116,21.08527782223288
6,117,152.36300896484613
7,0,74.95009676160157
7,1,22.718524502537957
7,2,45.7871524147263
7,3,38.74654139613884
7,4,0.0
7,5,102.47820853338531
7,6,24.092592105055225
7,7,27.5028893463455
7,8,0.0
7,9,0.0
7,10,140.74173512514878
7,11,0.0
7,12,62.273196004364266
7,13,13.715063442341409
7,14,198.29759487183608
7,15,26.890448271040526
7,16,23.157599544238565
7,17,67.98820782641774
7,18,58.76936054593379
7,19,36.57596879362695
7,20,20.26058516747954
7,21,16.896004781961622
7,22,20.16215575676151
7,23,46.53939655907989
7,24,0.0
7,25,0.0
7,26,65.04513581193923
7,27,17.370630018961613
7,28,30.022034116346344
7,29,0.0
7,30,0.0
7,31,92.69622019961068
7,32,41.442220279080935
7,33,245.59618085343874
7,34,78.13304797004226
7,35,33.79036246748024
7,36,0.0
7,37,0.0
7,38,43.74543241119785
7,39,125.64829127725098
7,40,47.44407571745616
7,41,246.8929535870706
7,42,21.514313936498738
7,43,15.542975238736455
7,44,54.57791386156455
7,45,0.0
7,46,34.19807464488535
7,47,30.789588045917746
7,48,0.0
7,49,18.450356199936145
7,50,22.54010854069542
7,51,23.164506251745053
7,52,53.649616807335015
7,53,0.0
7,54,183.40978219074546
7,55,85.9043470950392
7,56,20.95302182247928
7,57,15.95045763718394
7,58,0.0
7,59,248.22202931127288
7,60,0.0
7,61,120.96613457000888
7,62,0.0
7,63,0.0
7,64,0.0
7,65,0.0
7,66,27.323269289641203
7,67,0.0
7,68,0.0
7,69,79.65888798725159
7,70,0.0
7,71,14.095058905236456
7,72,7.065648117542835
7,73,70.42398971431152
7,74,72.19038943101232
7,75,227.74051807552686
7,76,361.03369345248734
7,77,161.5744584324886
7,78,117.05460405389009
7,79,0.0
7,80,0.0
7,81,59.74317534589044
7,82,21.441690721386617
7,83,10.827661549370497
7,84,24.424908410500567
7,85,24.83728402420287
7,86,0.0
7,87,95.18367025571621
7,88,0.0
7,89,1220.479606392529
7,90,9.591148265425206
7,91,97.2973068089563
7,92,12.025974512984524
7,93,42.15096916224713
7,94,177.54505933594146
7,95,39.593569312578985
7,96,20.73563510647871
7,97,83.93042049609372
7,98,50.75090105050867
7,99,0.0
7,100,41.37375817060622
7,101,5.068244138058207
7,102,0.0
7,103,38.05039897881274
7,104,141.4752223313966
7,105,115.8788723653481
7,106,76.37666086498933
7,107,2.132098971881927
7,108,101.32953594614908
7,109,43.68272363407915
7,110,0.0
7,111,89.01352431636
7,112,10.885517729690514
7,113,10.4805102822696
7,114,46.23601473140287
7,115,184.42692405716335
7,116,27.607062438068905
7,117,33.90533819862882
8,0,51.827759703479614
8,1,21.43276395198864
8,2,34.05573990947207
8,3,35.936071911282205
8,4,0.0
8,5,38.78965275305714
8,6,22.245222897630555
8,7,25.16709656131444
8,8,0.0
8,9,0.0
8,10,59.283992332487415
8,11,0.0
8,12,31.434200927134537
8,13,13.388338814163655
8,14,76.24870018578578
8,15,23.072398749728958
8,16,8.496932821485297
8,17,55.669616400646795
8,18,42.348702726238066
8,19,17.27035863837598
8,20,13.57696290234135
8,21,8.592290770597637
8,22,5.764174178793785
8,23,11.562480013771884
8,24,0.0
8,25,0.0
8,26,70.13501382358628
8,27,17.344190772791617
8,28,19.68521824208373
8,29,0.0
8,30,0.0
8,31,70.80042588676888
8,32,23.705569043623317
8,33,52.64224714197287
8,34,27.919935786984215
8,35,29.403815584823857
8,36,0.0
8,37,0.0
8,38,24.874997295514593
8,39,62.429265001762175
8,40,35.92206219654038
8,41,98.06334814367099
8,42,15.398425061846188
8,43,13.935222187311245
8,44,62.636380300597324
8,45,0.0
8,46,26.978481956866858
8,47,20.040999368141463
8,48,0.0
8,49,15.438068265026178
8,50,16.467213095269184
8,51,16.233514351040423
8,52,21.725840143795182
8,53,0.0
8,54,61.096041668820504
8,55,85.77614512063975
8,56,10.722146389363301
8,57,9.10957751346872
8,58,0.0
8,59,58.4161473621902
8,60,0.0
8,61,81.5100409009051
8,62,0.0
8,63,0.0
8,64,0.0
8,65,0.0
8,66,23.751562087035662
8,67,0.0
8,68,0.0
8,69,61.97249850719932
8,70,0.0
8,71,10.255784650103495
8,72,5.6763865262286055
8,73,66.21480370637448
8,74,40.811385388440996
8,75,68.83074148161441
8,76,62.1030787229195
8,77,67.88386095485555
8,78,36.808786624092235
8,79,0.0
8,80,0.0
8,81,55.238517885171255
8,82,21.3751841004021
8,83,10.015748399586371
8,84,25.519442617819536
8,85,18.24926066141187
8,86,0.0
8,87,45.53634308366928
8,88,0.0
8,89,117.39087616668421
8,90,8.914865448896496
8,91,59.38759568503488
8,92,12.151773074762389
8,93,31.113647537011886
8,94,32.11144823161553
8,95,35.691922955750655
8,96,13.992655163429847
8,97,33.981946941439446
8,98,38.25058608293793
8,99,0.0
8,100,21.76497023959081
8,101,5.354865261918375
8,102,0.0
8,103,39.363149306505264
8,104,32.493047674794624
8,105,36.04179445270891
8,106,43.37351390574929
8,107,1.8040814460125132
8,108,5.560403660109006
8,109,37.11180818180875
8,110,0.0
8,111,68.45221394411183
8,112,6.964401884610445
8,113,8.860747916642138
8,114,22.574877905548526
8,115,178.1642631256263
8,116,19.578510135117167
8,117,27.41785153920603
9,0,73.50359963403314
9,1,28.28085472456331
9,2,42.732858559205184
9,3,52.026731116015156
9,4,0.0
9,5,94.63902684678855
9,6,44.80139091597347
9,7,60.086693495371364
9,8,0.0
9,9,0.0
9,10,67.83564053786436
9,11,0.0
9,12,48.889397446280675
9,13,17.917378455560833
9,14,87.60052215391767
9,15,27.67354958125881
9,16,11.639296496360988
9,17,58.913332976277744
9,18,50.0779961608611
9,19,35.195895101371576
9,20,14.057900545594826
9,21,11.76974355518363
9,22,10.342458653746455
9,23,15.430014837180888
9,24,0.0
9,25,0.0
9,26,69.35301099287061
9,27,18.86308885110395
9,28,40.83459275380251
9,29,0.0
9,30,0.0
9,31,63.16717283589886
9,32,24.680704441108634
9,33,83.32370260298185
9,34,55.867487605191
9,35,40.39207509308173
9,36,0.0
9,37,0.0
9,38,40.27503616387247
9,39,122.77687670894201
9,40,46.475772251672495
9,41,101.24423178832265
9,42,18.016907212920987
9,43,14.78941493503876
9,44,63.342799671491434
9,45,0.0
9,46,41.63210305671858
9,47,21.38536738316712
9,48,0.0
9,49,18.345913144519745
9,50,36.60247904765125
9,51,29.487112500340555
9,52,23.00791368382562
9,53,0.0
9,54,72.41462175220055
9,55,171.304748099445
9,56,17.407764020691346
9,57,18.90886566228336
9,58,0.0
9,59,80.04563873059743
9,60,0.0
9,61,118.18669249330624
9,62,0.0
9,63,0.0
9,64,0.0
9,65,0.0
9,66,34.87464709124436
9,67,0.0
9,68,0.0
9,69,86.03155705046586
9,70,0.0
9,71,12.069680567933835
9,72,7.224352092976085
9,73,90.85851809823318
9,74,60.75711989309642
9,75,111.4922093171592
9,76,60.40641342214025
9,77,84.76984831273857
9,78,64.57040241156274
9,79,0.0
9,80,0.0
9,81,198.29894609285856
9,82,29.547084676615626
9,83,25.206712709396236
9,84,26.924435194672533
9,85,40.121196171327384
9,86,0.0
9,87,73.93106264229138
9,88,0.0
9,89,180.4793269962706
9,90,19.813660876735604
9,91,71.4965597029829
9,92,12.098559401334187
9,93,95.07130485702555
9,94,46.04570972767776
9,95,56.62246131326631
9,96,18.940606439542023
9,97,36.97798975574632
9,98,39.570088485952674
9,99,0.0
9,100,24.909264690723678
9,101,6.53067748087286
9,102,0.0
9,103,79.22440672392383
9,104,47.82774976952225
9,105,38.60349182376889
9,106,56.1582758252242
9,107,1.982542416891694
9,108,8.726400996867083
9,109,74.77810662278206
9,110,0.0
9,111,71.85577619069515
9,112,8.11782660828638
9,113,8.531738118420256
9,114,22.586963065261784
9,115,205.23508704057366
9,116,23.12153690940006
9,117,37.633678200162436
10,0,50.03771536597667
10,1,20.18900961618334
10,2,53.64993662711661
10,3,42.701814357901746
10,4,0.0
10,5,79.12178696422251
10,6,33.96314121155594
10,7,57.999840376395184
10,8,0.0
10,9,0.0
10,10,117.59950146282662
10,11,0.0
10,12,34.10648539053025
10,13,16.60561661418687
10,14,127.24528473984306
10,15,115.27140495279997
10,16,25.886616662955785
10,17,71.88100525681334
10,18,45.48564484902758
10,19,19.182377241279035
10,20,28.527929351832828
10,21,9.445689720920743
10,22,7.734035457067663
10,23,38.559048607982305
10,24,0.0
10,25,0.0
10,26,79.2915749302739
10,27,17.14102347866427
10,28,23.824671298180323
10,29,0.0
10,30,0.0
10,31,95.17525935237241
10,32,24.088867821686094
10,33,78.45435798328229
10,34,39.05296167760296
10,35,55.82519504913095
10,36,0.0
10,37,0.0
10,38,49.16121374506179
10,39,71.4355355376627
10,40,46.207733688236004
10,41,132.38832490786757
10,42,22.00669090304923
10,43,24.09973498626043
10,44,100.68342475169763
10,45,0.0
10,46,62.14858143716047
10,47,25.13543933986621
10,48,0.0
10,49,18.125608429414125
10,50,18.078915550810407
10,51,18.6575961129991
10,52,29.663164182590528
10,53,0.0
10,54,59.73536283060959
10,55,195.58932553895664
10,56,11.050608488939421
10,57,14.530894566665182
10,58,0.0
10,59,77.96962796944484
10,60,0.0
10,61,94.14064860029853
10,62,0.0
10,63,0.0
10,64,0.0
10,65,0.0
10,66,43.23105157521255
10,67,0.0
10,68,0.0
10,69,75.962258978086
10,70,0.0
10,71,14.59782384537735
10,72,5.730552843970622
10,73,132.6326624560345
10,74,70.12344850886006
10,75,100.36599394473235
10,76,108.48433310229386
10,77,73.79328070184972
10,78,69.4052312132689
10,79,0.0
10,80,0.0
10,81,54.24806147988863
10,82,56.06504716142191
10,83,10.803746872286036
10,84,23.962003727538093
10,85,50.37655545183138
10,86,0.0
10,87,48.30065782306821
10,88,0.0
10,89,255.60917708105967
10,90,14.471641017165393
10,91,125.38031230893431
10,92,13.365052219480908
10,93,102.56637716826009
10,94,55.9474653683731
10,95,38.278908873331616
10,96,71.76639702084108
10,97,39.39974270361715
10,98,50.512631396604775
10,99,0.0
10,100,31.901067898887455
10,101,5.670081906932812
10,102,0.0
10,103,43.042130678287954
10,104,40.57888111413202
10,105,44.69813845254649
10,106,58.566525174312275
10,107,3.5040429239184916
10,108,8.535327437359937
10,109,114.1549242012133
10,110,0.0
10,111,68.84236143734866
10,112,6.85329853844626
10,113,10.256816673667062
10,114,32.250198744216384
10,115,332.740859319045
10,116,23.73922270189396
10,117,45.98943810552014
11,0,155.78836858061607
11,1,27.020424124650848
11,2,40.24595892586153
11,3,84.5621347517286
11,4,0.0
11,5,191.07055893549492
11,6,25.355620624058794
11,7,31.263512920735216
11,8,0.0
11,9,0.0
11,10,98.28565654725506
11,11,0.0
11,12,36.38447705892185
11,13,14.437896382388383
11,14,199.18960194653323
11,15,40.12837506774852
11,16,13.709488740627663
11,17,180.94342435237246
11,18,61.70075152661815
11,19,24.944533932097038
11,20,15.60025344596255
11,21,15.420204330223207
11,22,7.016013038038557
11,23,18.068078981189167
11,24,0.0
11,25,0.0
11,26,139.67763541501284
11,27,48.935967411294975
11,28,26.40661470451069
11,29,0.0
11,30,0.0
11,31,63.030442082468554
11,32,24.193300020016366
11,33,76.4467975891448
11,34,35.07292736160784
11,35,46.00005792564407
11,36,0.0
11,37,0.0
11,38,77.90626800811472
11,39,125.4586510658861
11,40,39.54542040210197
11,41,97.40070351524983
11,42,33.44700705098026
11,43,19.247288160783224
11,44,59.40347400269827
11,45,0.0
11,46,173.2427028392174
11,47,19.209514852560147
11,48,0.0
11,49,20.1934500180768
11,50,19.40828358617763
11,51,33.792764986717216
11,52,62.580530333945426
11,53,0.0
11,54,63.97938123925223
11,55,99.19719399481815
11,56,16.106402235367778
11,57,12.352041860628097
11,58,0.0
11,59,89.43000313066618
11,60,0.0
11,61,101.79235592339266
11,62,0.0
11,63,0.0
11,64,0.0
11,65,0.0
11,66,46.799970367807454
11,67,0.0
11,68,0.0
11,69,81.27545742178751
11,70,0.0
11,71,11.99904865213481
11,72,11.89930617609031
11,73,83.82629499038066
11,74,133.13281557562632
11,75,69.68755286392015
11,76,362.5218295336539
11,77,97.7752585403135
11,78,73.47284126710468
11,79,0.0
11,80,0.0
11,81,92.75889006498404
11,82,30.777001584042807
11,83,11.638693629820835
11,84,24.981854637479433
11,85,22.387945646475664
11,86,0.0
11,87,91.75031108455079
11,88,0.0
11,89,313.42103614708134
