omega,node,G_iw
2,92,0.0
2,93,0.0
2,94,0.0
2,95,0.0
2,96,0.0
2,97,0.0
2,98,0.0
2,99,1168.911767675877
2,100,0.0
2,101,0.0
2,102,90.25089519983764
2,103,0.0
2,104,0.0
2,105,0.0
2,106,0.0
2,107,0.0
2,108,0.0
2,109,0.0
2,110,136.26806010886864
2,111,0.0
2,112,0.0
2,113,0.0
2,114,0.0
2,115,0.0
2,116,0.0
2,117,0.0
3,0,0.0
3,1,0.0
3,2,0.0
3,3,0.0
3,4,0.0
3,5,0.0
3,6,0.0
3,7,0.0
3,8,0.0
3,9,348.02538448247145
3,10,0.0
3,11,141.214775340078
3,12,0.0
3,13,0.0
3,14,0.0
3,15,0.0
3,16,0.0
3,17,0.0
3,18,0.0
3,19,0.0
3,20,0.0
3,21,0.0
3,22,0.0
3,23,0.0
3,24,179.51292982095248
3,25,734.128308427549
3,26,0.0
3,27,0.0
3,28,0.0
3,29,0.0
3,30,317.9378987735495
3,31,0.0
3,32,0.0
3,33,0.0
3,34,0.0
3,35,0.0
3,36,0.0
3,37,0.0
3,38,0.0
3,39,0.0
3,40,0.0
3,41,0.0
3,42,0.0
3,43,0.0
3,44,0.0
3,45,521.9064635780131
3,46,0.0
3,47,0.0
3,48,66.76442139333315
3,49,0.0
3,50,0.0
3,51,0.0
3,52,0.0
3,53,47.37376701824188
3,54,0.0
3,55,0.0
3,56,0.0
3,57,0.0
3,58,126.78433439497472
3,59,0.0
3,60,48.16910047238903
3,61,0.0
3,62,0.0
3,63,0.0
3,64,35.68491966141896
3,65,126.3270442147909
3,66,0.0
3,67,0.0
3,68,0.0
3,69,0.0
3,70,0.0
3,71,0.0
3,72,0.0
3,73,0.0
3,74,0.0
3,75,0.0
3,76,0.0
3,77,0.0
3,78,0.0
3,79,428.9933001891116
3,80,0.0
3,81,0.0
3,82,0.0
3,83,0.0
3,84,0.0
3,85,0.0
3,86,124.94743093089016
3,87,0.0
3,88,845.000875139325
3,89,0.0
3,90,0.0
3,91,0.0
3,92,0.0
3,93,0.0
3,94,0.0
3,95,0.0
3,96,0.0
3,97,0.0
3,98,0.0
3,99,544.9896293002629
3,100,0.0
3,101,0.0
3,102,112.08301100116792
3,103,0.0
3,104,0.0
3,105,0.0
3,106,0.0
3,107,0.0
3,108,0.0
3,109,0.0
3,110,85.18698387996989
3,111,0.0
3,112,0.0
3,113,0.0
3,114,0.0
3,115,0.0
3,116,0.0
3,117,0.0
4,0,0.0
4,1,0.0
4,2,0.0
4,3,0.0
4,4,0.0
4,5,0.0
4,6,0.0
4,7,0.0
4,8,0.0
4,9,175.75564937693372
4,10,0.0
4,11,139.47311949804666
4,12,0.0
4,13,0.0
4,14,0.0
4,15,0.0
4,16,0.0
4,17,0.0
4,18,0.0
4,19,0.0
4,20,0.0
4,21,0.0
4,22,0.0
4,23,0.0
4,24,173.90640981199127
4,25,545.3858350116703
4,26,0.0
4,27,0.0
4,28,0.0
4,29,0.0
4,30,611.8721639698857
4,31,0.0
4,32,0.0
4,33,0.0
4,34,0.0
4,35,0.0
4,36,0.0
4,37,0.0
4,38,0.0
4,39,0.0
4,40,0.0
4,41,0.0
4,42,0.0
4,43,0.0
4,44,0.0
4,45,441.2774842598086
4,46,0.0
4,47,0.0
4,48,55.08597323172832
4,49,0.0
4,50,0.0
4,51,0.0
4,52,0.0
4,53,31.995695112455333
4,54,0.0
4,55,0.0
4,56,0.0
4,57,0.0
4,58,134.72044534737614
4,59,0.0
4,60,27.99588186229594
4,61,0.0
4,62,0.0
4,63,0.0
4,64,23.365032396716266
4,65,113.66698278021197
4,66,0.0
4,67,0.0
4,68,0.0
4,69,0.0
4,70,0.0
4,71,0.0
4,72,0.0
4,73,0.0
4,74,0.0
4,75,0.0
4,76,0.0
4,77,0.0
4,78,0.0
4,79,911.774663679939
4,80,0.0
4,81,0.0
4,82,0.0
4,83,0.0
4,84,0.0
4,85,0.0
4,86,184.6066617925388
4,87,0.0
4,88,824.5710066743528
4,89,0.0
4,90,0.0
4,91,0.0
4,92,0.0
4,93,0.0
4,94,0.0
4,95,0.0
4,96,0.0
4,97,0.0
4,98,0.0
4,99,503.14720333341387
4,100,0.0
4,101,0.0
4,102,67.05185372747646
4,103,0.0
4,104,0.0
4,105,0.0
4,106,0.0
4,107,0.0
4,108,0.0
4,109,0.0
4,110,58.84609011292992
4,111,0.0
4,112,0.0
4,113,0.0
4,114,0.0
4,115,0.0
4,116,0.0
4,117,0.0
5,0,0.0
5,1,0.0
5,2,0.0
5,3,0.0
5,4,0.0
5,5,0.0
5,6,0.0
5,7,0.0
5,8,0.0
5,9,340.34199600701334
5,10,0.0
5,11,97.02343188699886
5,12,0.0
5,13,0.0
5,14,0.0
5,15,0.0
5,16,0.0
5,17,0.0
5,18,0.0
5,19,0.0
5,20,0.0
5,21,0.0
5,22,0.0
5,23,0.0
5,24,326.5958862917537
5,25,406.01918673292204
5,26,0.0
5,27,0.0
5,28,0.0
5,29,0.0
5,30,482.3509519833686
5,31,0.0
5,32,0.0
5,33,0.0
5,34,0.0
5,35,0.0
5,36,0.0
5,37,0.0
5,38,0.0
5,39,0.0
5,40,0.0
5,41,0.0
5,42,0.0
5,43,0.0
5,44,0.0
5,45,623.9191602954897
5,46,0.0
5,47,0.0
5,48,116.56966824050862
5,49,0.0
5,50,0.0
5,51,0.0
5,52,0.0
5,53,48.66699723742207
5,54,0.0
5,55,0.0
5,56,0.0
5,57,0.0
5,58,104.2861591712551
5,59,0.0
5,60,41.38789843373051
5,61,0.0
5,62,0.0
5,63,0.0
5,64,25.87452024887253
5,65,57.50294353240717
5,66,0.0
5,67,0.0
5,68,0.0
5,69,0.0
5,70,0.0
5,71,0.0
5,72,0.0
5,73,0.0
5,74,0.0
5,75,0.0
5,76,0.0
5,77,0.0
5,78,0.0
5,79,452.4127765254052
5,80,0.0
5,81,0.0
5,82,0.0
5,83,0.0
5,84,0.0
5,85,0.0
5,86,239.35641408373758
5,87,0.0
5,88,676.9432616529264
5,89,0.0
5,90,0.0
5,91,0.0
5,92,0.0
5,93,0.0
5,94,0.0
5,95,0.0
5,96,0.0
5,97,0.0
5,98,0.0
5,99,894.3013796831012
5,100,0.0
5,101,0.0
5,102,158.83217128168386
5,103,0.0
5,104,0.0
5,105,0.0
5,106,0.0
5,107,0.0
5,108,0.0
5,109,0.0
5,110,81.23700517340181
5,111,0.0
5,112,0.0
5,113,0.0
5,114,0.0
5,115,0.0
5,116,0.0
5,117,0.0
6,0,0.0
6,1,0.0
6,2,0.0
6,3,0.0
6,4,0.0
6,5,0.0
6,6,0.0
6,7,0.0
6,8,0.0
6,9,182.7907350760687
6,10,0.0
6,11,187.9749492447631
6,12,0.0
6,13,0.0
6,14,0.0
6,15,0.0
6,16,0.0
6,17,0.0
6,18,0.0
6,19,0.0
6,20,0.0
6,21,0.0
6,22,0.0
6,23,0.0
6,24,355.75031820679993
6,25,601.1282470533981
6,26,0.0
6,27,0.0
6,28,0.0
6,29,0.0
6,30,389.9493283261817
6,31,0.0
6,32,0.0
6,33,0.0
6,34,0.0
6,35,0.0
6,36,0.0
6,37,0.0
6,38,0.0
6,39,0.0
6,40,0.0
6,41,0.0
6,42,0.0
6,43,0.0
6,44,0.0
6,45,642.981948918584
6,46,0.0
6,47,0.0
6,48,79.56616675187713
6,49,0.0
6,50,0.0
6,51,0.0
6,52,0.0
6,53,30.639489613585443
6,54,0.0
6,55,0.0
6,56,0.0
6,57,0.0
6,58,117.8448089540048
6,59,0.0
6,60,39.600342219168006
6,61,0.0
6,62,0.0
6,63,0.0
6,64,22.980031860118707
6,65,94.30655168209753
6,66,0.0
6,67,0.0
6,68,0.0
6,69,0.0
6,70,0.0
6,71,0.0
6,72,0.0
6,73,0.0
6,74,0.0
6,75,0.0
6,76,0.0
6,77,0.0
6,78,0.0
6,79,443.37190306134755
6,80,0.0
6,81,0.0
6,82,0.0
6,83,0.0
6,84,0.0
6,85,0.0
6,86,310.92423065721266
6,87,0.0
6,88,808.5834585569258
6,89,0.0
6,90,0.0
6,91,0.0
6,92,0.0
6,93,0.0
6,94,0.0
6,95,0.0
6,96,0.0
6,97,0.0
6,98,0.0
6,99,741.4657991607071
6,100,0.0
6,101,0.0
6,102,85.44638113754338
6,103,0.0
6,104,0.0
6,105,0.0
6,106,0.0
6,107,0.0
6,108,0.0
6,109,0.0
6,110,58.48559950354887
6,111,0.0
6,112,0.0
6,113,0.0
6,114,0.0
6,115,0.0
6,116,0.0
6,117,0.0
7,0,0.0
7,1,0.0
7,2,0.0
7,3,0.0
7,4,0.0
7,5,0.0
7,6,0.0
7,7,0.0
7,8,0.0
7,9,289.3535135947749
7,10,0.0
7,11,131.23382137789196
7,12,0.0
7,13,0.0
7,14,0.0
7,15,0.0
7,16,0.0
7,17,0.0
7,18,0.0
7,19,0.0
7,20,0.0
7,21,0.0
7,22,0.0
7,23,0.0
7,24,185.42181055137075
7,25,437.2560206855318
7,26,0.0
7,27,0.0
7,28,0.0
7,29,0.0
7,30,566.2757840337105
7,31,0.0
7,32,0.0
7,33,0.0
7,34,0.0
7,35,0.0
7,36,0.0
7,37,0.0
7,38,0.0
7,39,0.0
7,40,0.0
7,41,0.0
7,42,0.0
7,43,0.0
7,44,0.0
7,45,515.4887514398745
7,46,0.0
7,47,0.0
7,48,80.48753147542519
7,49,0.0
7,50,0.0
7,51,0.0
7,52,0.0
7,53,19.209906937126952
7,54,0.0
7,55,0.0
7,56,0.0
7,57,0.0
7,58,140.89465553538747
7,59,0.0
7,60,24.106805384596196
7,61,0.0
7,62,0.0
7,63,0.0
7,64,14.955422565753121
7,65,116.4726462953224
7,66,0.0
7,67,0.0
7,68,0.0
7,69,0.0
7,70,0.0
7,71,0.0
7,72,0.0
7,73,0.0
7,74,0.0
7,75,0.0
7,76,0.0
7,77,0.0
7,78,0.0
7,79,365.0560475033265
7,80,0.0
7,81,0.0
7,82,0.0
7,83,0.0
7,84,0.0
7,85,0.0
7,86,142.6997269404286
7,87,0.0
7,88,1146.2232968459637
7,89,0.0
7,90,0.0
7,91,0.0
7,92,0.0
7,93,0.0
7,94,0.0
7,95,0.0
7,96,0.0
7,97,0.0
7,98,0.0
7,99,975.4650870876541
7,100,0.0
7,101,0.0
7,102,147.774895692581
7,103,0.0
7,104,0.0
7,105,0.0
7,106,0.0
7,107,0.0
7,108,0.0
7,109,0.0
7,110,119.38581914415151
7,111,0.0
7,112,0.0
7,113,0.0
7,114,0.0
7,115,0.0
7,116,0.0
7,117,0.0
8,0,0.0
8,1,0.0
8,2,0.0
8,3,0.0
8,4,0.0
8,5,0.0
8,6,0.0
8,7,0.0
8,8,0.0
8,9,369.5975926630338
8,10,0.0
8,11,200.0
8,12,0.0
8,13,0.0
8,14,0.0
8,15,0.0
8,16,0.0
8,17,0.0
8,18,0.0
8,19,0.0
8,20,0.0
8,21,0.0
8,22,0.0
8,23,0.0
8,24,382.7351498085578
8,25,873.0
8,26,0.0
8,27,0.0
8,28,0.0
8,29,0.0
8,30,612.0
8,31,0.0
8,32,0.0
8,33,0.0
8,34,0.0
8,35,0.0
8,36,0.0
8,37,0.0
8,38,0.0
8,39,0.0
8,40,0.0
8,41,0.0
8,42,0.0
8,43,0.0
8,44,0.0
8,45,720.0
8,46,0.0
8,47,0.0
8,48,120.816777472744
8,49,0.0
8,50,0.0
8,51,0.0
8,52,0.0
8,53,49.85605281776397
8,54,0.0
8,55,0.0
8,56,0.0
8,57,0.0
8,58,154.516253866862
8,59,0.0
8,60,49.44277969106262
8,61,0.0
8,62,0.0
8,63,0.0
8,64,35.9337594992954
8,65,170.291668912337
8,66,0.0
8,67,0.0
8,68,0.0
8,69,0.0
8,70,0.0
8,71,0.0
8,72,0.0
8,73,0.0
8,74,0.0
8,75,0.0
8,76,0.0
8,77,0.0
8,78,0.0
8,79,828.5187548387707
8,80,0.0
8,81,0.0
8,82,0.0
8,83,0.0
8,84,0.0
8,85,0.0
8,86,331.536222378258
8,87,0.0
8,88,1067.018137542331
8,89,0.0
8,90,0.0
8,91,0.0
8,92,0.0
8,93,0.0
8,94,0.0
8,95,0.0
8,96,0.0
8,97,0.0
8,98,0.0
8,99,1125.5871972145874
8,100,0.0
8,101,0.0
8,102,194.4
8,103,0.0
8,104,0.0
8,105,0.0
8,106,0.0
8,107,0.0
8,108,0.0
8,109,0.0
8,110,128.90295712569363
8,111,0.0
8,112,0.0
8,113,0.0
8,114,0.0
8,115,0.0
8,116,0.0
8,117,0.0
9,0,0.0
9,1,0.0
9,2,0.0
9,3,0.0
9,4,0.0
9,5,0.0
9,6,0.0
9,7,0.0
9,8,0.0
9,9,321.66149758158485
9,10,0.0
9,11,130.9900416588621
9,12,0.0
9,13,0.0
9,14,0.0
9,15,0.0
9,16,0.0
9,17,0.0
9,18,0.0
9,19,0.0
9,20,0.0
9,21,0.0
9,22,0.0
9,23,0.0
9,24,132.28414755937817
9,25,519.6751039029336
9,26,0.0
9,27,0.0
9,28,0.0
9,29,0.0
9,30,195.22221083598185
9,31,0.0
9,32,0.0
9,33,0.0
9,34,0.0
9,35,0.0
9,36,0.0
9,37,0.0
9,38,0.0
9,39,0.0
9,40,0.0
9,41,0.0
9,42,0.0
9,43,0.0
9,44,0.0
9,45,587.2324584680466
9,46,0.0
9,47,0.0
9,48,85.14744091874407
9,49,0.0
9,50,0.0
9,51,0.0
9,52,0.0
9,53,27.359620871792554
9,54,0.0
9,55,0.0
9,56,0.0
9,57,0.0
9,58,74.38173647355046
9,59,0.0
9,60,26.78684004319426
9,61,0.0
9,62,0.0
9,63,0.0
9,64,30.850880734687127
9,65,83.14309745414779
9,66,0.0
9,67,0.0
9,68,0.0
9,69,0.0
9,70,0.0
9,71,0.0
9,72,0.0
9,73,0.0
9,74,0.0
9,75,0.0
9,76,0.0
9,77,0.0
9,78,0.0
9,79,914.1453960001506
9,80,0.0
9,81,0.0
9,82,0.0
9,83,0.0
9,84,0.0
9,85,0.0
9,86,135.43747663811845
9,87,0.0
9,88,605.0334708755801
9,89,0.0
9,90,0.0
9,91,0.0
9,92,0.0
9,93,0.0
9,94,0.0
9,95,0.0
9,96,0.0
9,97,0.0
9,98,0.0
9,99,1101.708485194409
9,100,0.0
9,101,0.0
9,102,189.33978474068644
9,103,0.0
9,104,0.0
9,105,0.0
9,106,0.0
9,107,0.0
9,108,0.0
9,109,0.0
9,110,63.89827864752286
9,111,0.0
9,112,0.0
9,113,0.0
9,114,0.0
9,115,0.0
9,116,0.0
9,117,0.0
10,0,0.0
10,1,0.0
10,2,0.0
10,3,0.0
10,4,0.0
10,5,0.0
10,6,0.0
10,7,0.0
10,8,0.0
10,9,378.9433083301132
10,10,0.0
10,11,80.96262462407586
10,12,0.0
10,13,0.0
10,14,0.0
10,15,0.0
10,16,0.0
10,17,0.0
10,18,0.0
10,19,0.0
10,20,0.0
10,21,0.0
10,22,0.0
10,23,0.0
10,24,148.99426945623838
10,25,543.9600412434132
10,26,0.0
10,27,0.0
10,28,0.0
10,29,0.0
10,30,590.3623990087358
10,31,0.0
10,32,0.0
10,33,0.0
10,34,0.0
10,35,0.0
10,36,0.0
10,37,0.0
10,38,0.0
10,39,0.0
10,40,0.0
10,41,0.0
10,42,0.0
10,43,0.0
10,44,0.0
10,45,358.16657217533407
10,46,0.0
10,47,0.0
10,48,110.5508699308659
10,49,0.0
10,50,0.0
10,51,0.0
10,52,0.0
10,53,41.2941096212707
10,54,0.0
10,55,0.0
10,56,0.0
10,57,0.0
10,58,99.91637743247078
10,59,0.0
10,60,20.451763786457292
10,61,0.0
10,62,0.0
10,63,0.0
10,64,30.067882850563365
10,65,163.2214192529111
10,66,0.0
10,67,0.0
10,68,0.0
10,69,0.0
10,70,0.0
10,71,0.0
10,72,0.0
10,73,0.0
10,74,0.0
10,75,0.0
10,76,0.0
10,77,0.0
10,78,0.0
10,79,350.0135264357417
10,80,0.0
10,81,0.0
10,82,0.0
10,83,0.0
10,84,0.0
10,85,0.0
10,86,132.30084323420695
10,87,0.0
10,88,459.4596450001444
10,89,0.0
10,90,0.0
10,91,0.0
10,92,0.0
10,93,0.0
10,94,0.0
10,95,0.0
10,96,0.0
10,97,0.0
10,98,0.0
10,99,750.2962164968756
10,100,0.0
10,101,0.0
10,102,77.73094263800546
10,103,0.0
10,104,0.0
10,105,0.0
10,106,0.0
10,107,0.0
10,108,0.0
10,109,0.0
10,110,69.97421173030041
10,111,0.0
10,112,0.0
10,113,0.0
10,114,0.0
10,115,0.0
10,116,0.0
10,117,0.0
11,0,0.0
11,1,0.0
11,2,0.0
11,3,0.0
11,4,0.0
11,5,0.0
11,6,0.0
11,7,0.0
11,8,0.0
11,9,341.36327588929277
11,10,0.0
11,11,126.60086028399475
11,12,0.0
11,13,0.0
11,14,0.0
11,15,0.0
11,16,0.0
11,17,0.0
11,18,0.0
11,19,0.0
11,20,0.0
11,21,0.0
11,22,0.0
11,23,0.0
11,24,140.32683869286305
11,25,614.312363576548
11,26,0.0
11,27,0.0
11,28,0.0
11,29,0.0
11,30,310.5616551095504
11,31,0.0
11,32,0.0
11,33,0.0
11,34,0.0
11,35,0.0
11,36,0.0
11,37,0.0
11,38,0.0
11,39,0.0
11,40,0.0
11,41,0.0
11,42,0.0
11,43,0.0
11,44,0.0
11,45,625.7252876417485
11,46,0.0
11,47,0.0
11,48,53.43217193860177
11,49,0.0
11,50,0.0
11,51,0.0
11,52,0.0
11,53,42.37502573923439
11,54,0.0
11,55,0.0
11,56,0.0
11,57,0.0
11,58,86.19631692176486
11,59,0.0
11,60,43.710987954234504
11,61,0.0
11,62,0.0
11,63,0.0
11,64,13.645742443613614
11,65,136.27066506806835
11,66,0.0
11,67,0.0
11,68,0.0
11,69,0.0
11,70,0.0
11,71,0.0
11,72,0.0
11,73,0.0
11,74,0.0
11,75,0.0
11,76,0.0
11,77,0.0
11,78,0.0
11,79,693.7276786451222
11,80,0.0
11,81,0.0
11,82,0.0
11,83,0.0
11,84,0.0
11,85,0.0
11,86,127.26386830739894
11,87,0.0
11,88,956.8480280772642
11,89,0.0
11,90,0.0
11,91,0.0
11,92,0.0
11,93,0.0
11,94,0.0
11,95,0.0
11,96,0.0
11,97,0.0
11,98,0.0
11,99,1008.6833439793575
11,100,0.0
11,101,0.0
11,102,137.5714841205887
11,103,0.0
11,104,0.0
11,105,0.0
11,106,0.0
11,107,0.0
11,108,0.0
11,109,0.0
11,110,125.83136570232405
11,111,0.0
11,112,0.0
11,113,0.0
11,114,0.0
11,115,0.0
11,116,0.0
11,117,0.0
12,0,0.0
12,1,0.0
12,2,0.0
12,3,0.0
12,4,0.0
12,5,0.0
12,6,0.0
12,7,0.0
12,8,0.0
12,9,269.54297069879533
12,10,0.0
12,11,186.56576251280606
12,12,0.0
12,13,0.0
12,14,0.0
12,15,0.0
12,16,0.0
12,17,0.0
12,18,0.0
12,19,0.0
12,20,0.0
12,21,0.0
12,22,0.0
12,23,0.0
12,24,234.44115557505225
12,25,515.7309887356951
12,26,0.0
12,27,0.0
12,28,0.0
12,29,0.0
12,30,336.20901909142657
12,31,0.0
12,32,0.0
12,33,0.0
12,34,0.0
12,35,0.0
12,36,0.0
12,37,0.0
12,38,0.0
12,39,0.0
12,40,0.0
12,41,0.0
12,42,0.0
12,43,0.0
12,44,0.0
12,45,506.2850873831781
12,46,0.0
12,47,0.0
12,48,47.11430679899451
12,49,0.0
12,50,0.0
12,51,0.0
12,52,0.0
12,53,34.273399837909615
12,54,0.0
12,55,0.0
12,56,0.0
12,57,0.0
12,58,124.49841222201924
12,59,0.0
12,60,41.103404814595
12,61,0.0
12,62,0.0
12,63,0.0
12,64,16.448640094942135
12,65,54.33727480904905
12,66,0.0
12,67,0.0
12,68,0.0
12,69,0.0
12,70,0.0
12,71,0.0
12,72,0.0
12,73,0.0
12,74,0.0
12,75,0.0
12,76,0.0
12,77,0.0
12,78,0.0
12,79,685.7379871234922
12,80,0.0
12,81,0.0
12,82,0.0
12,83,0.0
12,84,0.0
12,85,0.0
12,86,226.09124546450843
12,87,0.0
12,88,708.601755987636
12,89,0.0
12,90,0.0
12,91,0.0
12,92,0.0
12,93,0.0
12,94,0.0
12,95,0.0
12,96,0.0
12,97,0.0
12,98,0.0
12,99,1105.3019133499477
12,100,0.0
12,101,0.0
12,102,102.53853428274354
12,103,0.0
12,104,0.0
12,105,0.0
12,106,0.0
12,107,0.0
12,108,0.0
12,109,0.0
12,110,141.30915584467627
12,111,0.0
12,112,0.0
12,113,0.0
12,114,0.0
12,115,0.0
12,116,0.0
12,117,0.0
13,0,0.0
13,1,0.0
13,2,0.0
13,3,0.0
13,4,0.0
13,5,0.0
13,6,0.0
13,7,0.0
13,8,0.0
13,9,400.0
13,10,0.0
13,11,200.0
13,12,0.0
13,13,0.0
13,14,0.0
13,15,0.0
13,16,0.0
13,17,0.0
13,18,0.0
13,19,0.0
13,20,0.0
13,21,0.0
13,22,0.0
13,23,0.0
13,24,380.46580671130437
13,25,853.9986363985347
13,26,0.0
13,27,0.0
13,28,0.0
13,29,0.0
13,30,612.0
13,31,0.0
13,32,0.0
13,33,0.0
13,34,0.0
13,35,0.0
13,36,0.0
13,37,0.0
13,38,0.0
13,39,0.0
13,40,0.0
13,41,0.0
13,42,0.0
13,43,0.0
13,44,0.0
13,45,720.0
13,46,0.0
13,47,0.0
13,48,120.816777472744
13,49,0.0
13,50,0.0
13,51,0.0
13,52,0.0
13,53,50.4575085677107
13,54,0.0
13,55,0.0
13,56,0.0
13,57,0.0
13,58,154.516253866862
13,59,0.0
13,60,51.12156910956234
13,61,0.0
13,62,0.0
13,63,0.0
13,64,33.90592382998973
13,65,156.23292589686136
13,66,0.0
13,67,0.0
13,68,0.0
13,69,0.0
13,70,0.0
13,71,0.0
13,72,0.0
13,73,0.0
13,74,0.0
13,75,0.0
13,76,0.0
13,77,0.0
13,78,0.0
13,79,916.2
13,80,0.0
13,81,0.0
13,82,0.0
13,83,0.0
13,84,0.0
13,85,0.0
13,86,360.0
13,87,0.0
13,88,1146.6
13,89,0.0
13,90,0.0
13,91,0.0
13,92,0.0
13,93,0.0
13,94,0.0
13,95,0.0
13,96,0.0
13,97,0.0
13,98,0.0
13,99,1084.4922884209655
13,100,0.0
13,101,0.0
13,102,192.73646314604179
13,103,0.0
13,104,0.0
13,105,0.0
13,106,0.0
13,107,0.0
13,108,0.0
13,109,0.0
13,110,142.2
13,111,0.0
13,112,0.0
13,113,0.0
13,114,0.0
13,115,0.0
13,116,0.0
13,117,0.0
14,0,0.0
14,1,0.0
14,2,0.0
14,3,0.0
14,4,0.0
14,5,0.0
14,6,0.0
14,7,0.0
14,8,0.0
14,9,400.0
14,10,0.0
14,11,200.0
14,12,0.0
14,13,0.0
14,14,0.0
14,15,0.0
14,16,0.0
14,17,0.0
14,18,0.0
14,19,0.0
14,20,0.0
14,21,0.0
14,22,0.0
14,23,0.0
14,24,377.4286296707963
14,25,873.0
14,26,0.0
14,27,0.0
14,28,0.0
14,29,0.0
14,30,612.0
14,31,0.0
14,32,0.0
14,33,0.0
14,34,0.0
14,35,0.0
14,36,0.0
14,37,0.0
14,38,0.0
14,39,0.0
14,40,0.0
14,41,0.0
14,42,0.0
14,43,0.0
14,44,0.0
14,45,720.0
14,46,0.0
14,47,0.0
14,48,113.37144565286444
14,49,0.0
14,50,0.0
14,51,0.0
14,52,0.0
14,53,50.4575085677107
14,54,0.0
14,55,0.0
14,56,0.0
14,57,0.0
14,58,151.92972820943908
14,59,0.0
14,60,51.2144339454296
14,61,0.0
14,62,0.0
14,63,0.0
14,64,35.9337594992954
14,65,167.36389749907613
14,66,0.0
14,67,0.0
14,68,0.0
14,69,0.0
14,70,0.0
14,71,0.0
14,72,0.0
14,73,0.0
14,74,0.0
14,75,0.0
14,76,0.0
14,77,0.0
14,78,0.0
14,79,916.2
14,80,0.0
14,81,0.0
14,82,0.0
14,83,0.0
14,84,0.0
14,85,0.0
14,86,360.0
14,87,0.0
14,88,1146.6
14,89,0.0
14,90,0.0
14,91,0.0
14,92,0.0
14,93,0.0
14,94,0.0
14,95,0.0
14,96,0.0
14,97,0.0
14,98,0.0
14,99,1113.2172275312323
14,100,0.0
14,101,0.0
